pod_name,namespace,node,pod_status,cpu_percent,memory_percent,restart_count,image,timestamp
inventory-sync-190f4,security,aks-nodepool1-98085102-vmss000012,SUCCESS,39.56,21.41,0,inventory-sync:v3.2.2,2026-07-20T10:43:00
recommendation-engine-74d0a4,analytics,aks-nodepool1-82588396-vmss000006,SUCCESS,25.69,45.1,0,recommendation-engine:v2.2.6,2026-07-14T17:22:00
recommendation-engine-7dbf8e,ingress-nginx,aks-nodepool1-94180852-vmss000017,SUCCESS,73.22,46.95,1,recommendation-engine:v2.2.6,2026-07-14T07:55:00
payment-gateway-b42cbd,logging,aks-nodepool1-15670390-vmss000004,CANCELLED,40.67,58.39,1,payment-gateway:v2.11.1,2026-07-18T06:43:00
fraud-detector-cb1cba,customer-360,aks-nodepool1-88032392-vmss000021,SUCCESS,58.34,69.95,1,fraud-detector:v4.17.9,2026-06-27T20:08:00
auth-service-112731,logging,aks-nodepool1-75404546-vmss000018,CANCELLED,30.56,48.06,0,auth-service:v1.0.8,2026-06-11T00:07:00
notification-service-46357b,billing,aks-nodepool1-49245863-vmss000020,SUCCESS,40.45,39.39,0,notification-service:v2.4.9,2026-07-15T17:20:00
inventory-sync-fcf9fb,payments,aks-nodepool1-12223313-vmss000024,CANCELLED,68.17,37.67,1,inventory-sync:v3.2.2,2026-07-02T05:40:00
inventory-sync-5e29fe,dataops,aks-nodepool1-49245863-vmss000020,FAILED,40.4,59.57,0,inventory-sync:v3.2.2,2026-07-24T20:30:00
billing-worker-bcb4f0,payments,aks-nodepool1-83743961-vmss000009,RUNNING,41.77,31.35,1,billing-worker:v4.0.2,2026-06-25T05:53:00
recommendation-engine-1f748b,logging,aks-nodepool1-43056794-vmss000016,SUCCESS,57.91,54.94,0,recommendation-engine:v2.2.6,2026-07-12T05:44:00
reporting-service-8ee0d3,fraud-detection,aks-nodepool1-43898913-vmss000013,SUCCESS,58.36,79.48,1,reporting-service:v1.14.0,2026-06-02T14:34:00
inventory-sync-9876b,security,aks-nodepool1-43056794-vmss000016,SUCCESS,62.95,38.89,2,inventory-sync:v3.2.2,2026-06-16T07:50:00
analytics-aggregator-da40ac,analytics,aks-nodepool1-48627762-vmss000001,SUCCESS,30.13,30.11,1,analytics-aggregator:v4.17.6,2026-07-13T13:52:00
billing-worker-ff3b76,fraud-detection,aks-nodepool1-17496968-vmss000023,SUCCESS,67.73,48.93,5,billing-worker:v4.0.2,2026-06-27T04:13:00
notification-service-dfb0e8,ingress-nginx,aks-nodepool1-49245863-vmss000020,FAILED,56.61,26.56,1,notification-service:v2.4.9,2026-07-04T23:44:00
reporting-service-692c5c,fraud-detection,aks-nodepool1-83743961-vmss000009,SUCCESS,46.61,54.5,3,reporting-service:v1.14.0,2026-06-05T14:53:00
analytics-aggregator-e06509,logging,aks-nodepool1-77686018-vmss000019,SUCCESS,44.06,38.78,0,analytics-aggregator:v4.17.6,2026-06-10T11:01:00
payment-gateway-6107d1,billing,aks-nodepool1-88032392-vmss000021,SUCCESS,60.43,73.13,1,payment-gateway:v2.11.1,2026-07-06T19:48:00
auth-service-5d5be2,billing,aks-nodepool1-77686018-vmss000019,CANCELLED,64.35,64.49,2,auth-service:v1.0.8,2026-06-17T17:36:00
fraud-detector-54d35b,monitoring,aks-nodepool1-43898913-vmss000013,SUCCESS,28.67,25.72,0,fraud-detector:v4.17.9,2026-06-19T19:30:00
recommendation-engine-b48ebd,fraud-detection,aks-nodepool1-75404546-vmss000018,SUCCESS,43.02,51.36,0,recommendation-engine:v2.2.6,2026-07-21T09:25:00
order-processor-c97986,ingress-nginx,aks-nodepool1-43898913-vmss000013,SUCCESS,64.91,55.92,1,order-processor:v3.7.1,2026-06-08T21:00:00
billing-worker-da3e7a,analytics,aks-nodepool1-43056794-vmss000016,RUNNING,7.44,46.42,2,billing-worker:v4.0.2,2026-06-28T15:20:00
notification-service-a7e570,security,aks-nodepool1-48357559-vmss000003,SUCCESS,24.89,41.13,1,notification-service:v2.4.9,2026-06-14T09:47:00
analytics-aggregator-e34f3b,security,aks-nodepool1-43898913-vmss000013,SUCCESS,59.64,34.67,0,analytics-aggregator:v4.17.6,2026-06-18T00:52:00
billing-worker-ad175c,payments,aks-nodepool1-15271068-vmss000022,SUCCESS,51.51,62.92,2,billing-worker:v4.0.2,2026-06-18T21:24:00
reporting-service-23c2e0,monitoring,aks-nodepool1-15670390-vmss000004,FAILED,26.75,40.84,3,reporting-service:v1.14.0,2026-06-03T10:21:00
reporting-service-19eab8,monitoring,aks-nodepool1-43898913-vmss000013,SUCCESS,68.81,25.54,1,reporting-service:v1.14.0,2026-07-17T04:49:00
auth-service-c1b1b2,analytics,aks-nodepool1-47631053-vmss000002,SUCCESS,61.07,37.4,0,auth-service:v1.0.8,2026-06-18T04:24:00
auth-service-546efe,monitoring,aks-nodepool1-47631053-vmss000002,SUCCESS,46.03,29.74,2,auth-service:v1.0.8,2026-06-02T02:32:00
order-processor-da8006,payments,aks-nodepool1-38662564-vmss000011,CANCELLED,1.0,16.77,1,order-processor:v3.7.1,2026-06-28T13:09:00
inventory-sync-200ecb,analytics,aks-nodepool1-45299337-vmss000015,SUCCESS,29.44,64.16,0,inventory-sync:v3.2.2,2026-06-10T12:25:00
payment-gateway-238ff6,logging,aks-nodepool1-45299337-vmss000015,CANCELLED,51.87,43.43,1,payment-gateway:v2.11.1,2026-07-20T10:36:00
recommendation-engine-d42513,payments,aks-nodepool1-82588396-vmss000006,SUCCESS,49.4,27.75,0,recommendation-engine:v2.2.6,2026-06-16T01:52:00
notification-service-c08c78,dataops,aks-nodepool1-85585651-vmss000007,SUCCESS,52.34,32.53,0,notification-service:v2.4.9,2026-06-10T00:00:00
reporting-service-9991fe,billing,aks-nodepool1-15670390-vmss000004,SUCCESS,54.05,29.05,0,reporting-service:v1.14.0,2026-07-18T06:43:00
notification-service-5633e6,customer-360,aks-nodepool1-85585651-vmss000007,RUNNING,74.16,27.89,0,notification-service:v2.4.9,2026-06-02T23:04:00
reporting-service-cd2f20,billing,aks-nodepool1-83743961-vmss000009,SUCCESS,68.75,64.66,2,reporting-service:v1.14.0,2026-06-07T06:00:00
fraud-detector-7719b8,payments,aks-nodepool1-15271068-vmss000022,SUCCESS,15.9,82.74,0,fraud-detector:v4.17.9,2026-06-21T18:28:00
billing-worker-8e3de8,ingress-nginx,aks-nodepool1-48627762-vmss000001,SUCCESS,37.25,34.8,1,billing-worker:v4.0.2,2026-07-27T03:21:00
reporting-service-fc6066,payments,aks-nodepool1-77686018-vmss000019,SUCCESS,41.68,69.73,0,reporting-service:v1.14.0,2026-07-02T21:49:00
payment-gateway-9d3092,logging,aks-nodepool1-15670390-vmss000004,SUCCESS,54.0,63.09,3,payment-gateway:v2.11.1,2026-07-15T15:45:00
fraud-detector-760791,dataops,aks-nodepool1-94180852-vmss000017,SUCCESS,73.98,72.54,1,fraud-detector:v4.17.9,2026-06-13T21:26:00
payment-gateway-c719d5,customer-360,aks-nodepool1-47631053-vmss000002,QUEUED,73.89,45.08,1,payment-gateway:v2.11.1,2026-06-24T16:56:00
fraud-detector-a0d996,fraud-detection,aks-nodepool1-96011206-vmss000010,SUCCESS,39.31,59.76,0,fraud-detector:v4.17.9,2026-07-27T06:01:00
fraud-detector-b53802,analytics,aks-nodepool1-85585651-vmss000007,SUCCESS,50.88,42.52,0,fraud-detector:v4.17.9,2026-07-06T13:45:00
fraud-detector-bc2375,payments,aks-nodepool1-82588396-vmss000006,RUNNING,56.05,58.45,0,fraud-detector:v4.17.9,2026-06-06T10:37:00
notification-service-8705dc,monitoring,aks-nodepool1-45299337-vmss000015,SUCCESS,50.99,46.59,1,notification-service:v2.4.9,2026-07-09T19:22:00
payment-gateway-7f6ff4,payments,aks-nodepool1-43056794-vmss000016,SUCCESS,51.71,39.92,0,payment-gateway:v2.11.1,2026-07-25T18:42:00
billing-worker-8c85e6,payments,aks-nodepool1-17496968-vmss000023,SUCCESS,11.05,49.27,2,billing-worker:v4.0.2,2026-07-15T18:18:00
auth-service-80d9d1,dataops,aks-nodepool1-85585651-vmss000007,RUNNING,77.52,58.57,1,auth-service:v1.0.8,2026-06-20T05:58:00
notification-service-645157,fraud-detection,aks-nodepool1-77686018-vmss000019,SUCCESS,35.82,70.04,0,notification-service:v2.4.9,2026-06-14T22:04:00
order-processor-454318,fraud-detection,aks-nodepool1-96147474-vmss000005,RUNNING,43.99,87.72,2,order-processor:v3.7.1,2026-06-11T11:56:00
inventory-sync-30c236,monitoring,aks-nodepool1-96011206-vmss000010,SUCCESS,23.18,72.47,0,inventory-sync:v3.2.2,2026-07-21T02:23:00
recommendation-engine-12ac3e,customer-360,aks-nodepool1-96147474-vmss000005,FAILED,31.0,45.63,3,recommendation-engine:v2.2.6,2026-07-26T07:12:00
billing-worker-65c564,security,aks-nodepool1-94180852-vmss000017,FAILED,48.58,46.69,0,billing-worker:v4.0.2,2026-07-11T20:47:00
fraud-detector-bc19ee,payments,aks-nodepool1-12223313-vmss000024,SUCCESS,45.12,24.72,2,fraud-detector:v4.17.9,2026-07-06T06:15:00
notification-service-8fb28d,payments,aks-nodepool1-15670390-vmss000004,SUCCESS,58.31,28.13,2,notification-service:v2.4.9,2026-06-06T15:20:00
payment-gateway-c8f216,customer-360,aks-nodepool1-43898913-vmss000013,SUCCESS,10.84,45.95,1,payment-gateway:v2.11.1,2026-07-22T16:58:00
reporting-service-c8735d,billing,aks-nodepool1-12223313-vmss000024,SUCCESS,23.61,61.05,1,reporting-service:v1.14.0,2026-06-01T19:12:00
billing-worker-42af5f,customer-360,aks-nodepool1-48627762-vmss000001,SUCCESS,37.69,49.23,1,billing-worker:v4.0.2,2026-06-10T05:54:00
fraud-detector-451bad,monitoring,aks-nodepool1-48627762-vmss000001,SUCCESS,69.91,42.19,1,fraud-detector:v4.17.9,2026-07-07T14:21:00
billing-worker-8a22c9,security,aks-nodepool1-43898913-vmss000013,SUCCESS,25.92,29.22,0,billing-worker:v4.0.2,2026-07-15T23:40:00
fraud-detector-3a5078,monitoring,aks-nodepool1-38662564-vmss000011,QUEUED,24.56,23.81,2,fraud-detector:v4.17.9,2026-07-17T14:46:00
auth-service-4d25ea,fraud-detection,aks-nodepool1-38662564-vmss000011,SUCCESS,16.56,80.75,0,auth-service:v1.0.8,2026-07-18T10:39:00
recommendation-engine-44ed86,dataops,aks-nodepool1-49245863-vmss000020,SUCCESS,43.75,13.88,2,recommendation-engine:v2.2.6,2026-07-09T02:58:00
order-processor-aa9b37,ingress-nginx,aks-nodepool1-77686018-vmss000019,FAILED,1.0,36.34,1,order-processor:v3.7.1,2026-07-24T10:05:00
recommendation-engine-a98e2a,monitoring,aks-nodepool1-15271068-vmss000022,FAILED,36.02,35.7,4,recommendation-engine:v2.2.6,2026-07-17T00:54:00
order-processor-c4b2d0,ingress-nginx,aks-nodepool1-85585651-vmss000007,SUCCESS,66.93,7.96,0,order-processor:v3.7.1,2026-06-18T09:30:00
payment-gateway-f948fb,customer-360,aks-nodepool1-77686018-vmss000019,SUCCESS,33.09,67.01,1,payment-gateway:v2.11.1,2026-06-01T03:46:00
notification-service-74b8af,logging,aks-nodepool1-38662564-vmss000011,SUCCESS,11.15,35.79,0,notification-service:v2.4.9,2026-07-01T06:42:00
payment-gateway-476001,monitoring,aks-nodepool1-49968287-vmss000008,SUCCESS,47.78,53.73,0,payment-gateway:v2.11.1,2026-07-23T18:49:00
payment-gateway-36f5f5,logging,aks-nodepool1-43898913-vmss000013,SUCCESS,25.1,52.14,2,payment-gateway:v2.11.1,2026-07-14T20:20:00
analytics-aggregator-c3015e,customer-360,aks-nodepool1-45299337-vmss000015,FAILED,16.97,63.2,1,analytics-aggregator:v4.17.6,2026-06-21T23:35:00
billing-worker-9b9b34,analytics,aks-nodepool1-96011206-vmss000010,QUEUED,62.24,51.76,1,billing-worker:v4.0.2,2026-06-30T21:16:00
billing-worker-3ed867,fraud-detection,aks-nodepool1-15271068-vmss000022,RUNNING,51.63,53.99,1,billing-worker:v4.0.2,2026-06-24T11:11:00
payment-gateway-58f5c6,security,aks-nodepool1-48357559-vmss000003,SUCCESS,37.82,45.62,2,payment-gateway:v2.11.1,2026-06-14T03:36:00
payment-gateway-2b346c,ingress-nginx,aks-nodepool1-89692162-vmss000014,RUNNING,50.27,52.85,0,payment-gateway:v2.11.1,2026-07-15T21:28:00
billing-worker-cb795b,billing,aks-nodepool1-43056794-vmss000016,SUCCESS,35.05,71.01,0,billing-worker:v4.0.2,2026-06-28T14:40:00
billing-worker-41863a,dataops,aks-nodepool1-49968287-vmss000008,RUNNING,52.55,18.36,0,billing-worker:v4.0.2,2026-07-03T09:03:00
notification-service-1cdcb6,fraud-detection,aks-nodepool1-47631053-vmss000002,SUCCESS,73.82,47.52,0,notification-service:v2.4.9,2026-07-08T18:15:00
fraud-detector-87c4c2,security,aks-nodepool1-12223313-vmss000024,SUCCESS,91.89,45.61,4,fraud-detector:v4.17.9,2026-06-26T01:39:00
auth-service-9a35cf,logging,aks-nodepool1-43898913-vmss000013,SUCCESS,44.3,32.38,2,auth-service:v1.0.8,2026-06-10T15:13:00
reporting-service-bacc98,analytics,aks-nodepool1-89692162-vmss000014,SUCCESS,59.76,36.22,2,reporting-service:v1.14.0,2026-06-06T04:33:00
recommendation-engine-c555d7,dataops,aks-nodepool1-43898913-vmss000013,SUCCESS,56.71,63.48,2,recommendation-engine:v2.2.6,2026-07-19T21:01:00
analytics-aggregator-491c03,customer-360,aks-nodepool1-96011206-vmss000010,SUCCESS,90.85,36.41,0,analytics-aggregator:v4.17.6,2026-07-22T23:22:00
inventory-sync-a4caad,monitoring,aks-nodepool1-15670390-vmss000004,SUCCESS,22.98,27.89,0,inventory-sync:v3.2.2,2026-07-21T18:35:00
auth-service-5ce3a2,fraud-detection,aks-nodepool1-48357559-vmss000003,SUCCESS,15.13,79.7,3,auth-service:v1.0.8,2026-07-04T08:40:00
payment-gateway-17a95f,payments,aks-nodepool1-49245863-vmss000020,CANCELLED,76.52,18.11,1,payment-gateway:v2.11.1,2026-07-23T09:21:00
reporting-service-2579c7,customer-360,aks-nodepool1-96147474-vmss000005,SUCCESS,48.52,62.14,3,reporting-service:v1.14.0,2026-06-02T08:08:00
recommendation-engine-3248c5,security,aks-nodepool1-85585651-vmss000007,SUCCESS,71.37,61.44,0,recommendation-engine:v2.2.6,2026-07-02T17:33:00
fraud-detector-389db1,payments,aks-nodepool1-96147474-vmss000005,SUCCESS,41.49,48.12,0,fraud-detector:v4.17.9,2026-07-01T00:55:00
fraud-detector-547052,security,aks-nodepool1-96011206-vmss000010,SUCCESS,79.43,26.93,3,fraud-detector:v4.17.9,2026-06-29T09:14:00
analytics-aggregator-723625,monitoring,aks-nodepool1-48357559-vmss000003,SUCCESS,62.16,44.61,5,analytics-aggregator:v4.17.6,2026-07-09T06:33:00
analytics-aggregator-a3a9c9,security,aks-nodepool1-43898913-vmss000013,SUCCESS,57.13,42.94,1,analytics-aggregator:v4.17.6,2026-07-04T00:34:00
billing-worker-e3853,monitoring,aks-nodepool1-85585651-vmss000007,SUCCESS,29.06,84.27,5,billing-worker:v4.0.2,2026-06-27T14:08:00
auth-service-d7faaf,monitoring,aks-nodepool1-15670390-vmss000004,FAILED,27.25,36.23,0,auth-service:v1.0.8,2026-06-24T16:53:00
fraud-detector-fd2c57,ingress-nginx,aks-nodepool1-98085102-vmss000012,RUNNING,91.42,49.48,2,fraud-detector:v4.17.9,2026-07-05T13:03:00
notification-service-bec720,payments,aks-nodepool1-77686018-vmss000019,SUCCESS,37.7,60.52,0,notification-service:v2.4.9,2026-07-07T21:48:00
notification-service-81bff6,analytics,aks-nodepool1-85585651-vmss000007,SUCCESS,29.27,61.37,0,notification-service:v2.4.9,2026-06-11T12:13:00
billing-worker-7720d7,customer-360,aks-nodepool1-43056794-vmss000016,FAILED,73.48,34.82,0,billing-worker:v4.0.2,2026-07-26T20:15:00
fraud-detector-8f47e0,billing,aks-nodepool1-75404546-vmss000018,QUEUED,35.76,75.92,1,fraud-detector:v4.17.9,2026-07-27T22:05:00
payment-gateway-387aa0,logging,aks-nodepool1-88032392-vmss000021,SUCCESS,9.52,53.36,1,payment-gateway:v2.11.1,2026-07-13T09:46:00
payment-gateway-7cf3f8,fraud-detection,aks-nodepool1-77686018-vmss000019,SUCCESS,43.76,35.62,3,payment-gateway:v2.11.1,2026-06-28T21:17:00
payment-gateway-f0ed76,ingress-nginx,aks-nodepool1-77686018-vmss000019,CANCELLED,42.86,71.86,2,payment-gateway:v2.11.1,2026-07-09T20:08:00
billing-worker-c44208,security,aks-nodepool1-96147474-vmss000005,SUCCESS,73.03,75.11,1,billing-worker:v4.0.2,2026-06-03T18:45:00
payment-gateway-cc98c3,ingress-nginx,aks-nodepool1-48627762-vmss000001,SUCCESS,39.93,65.52,2,payment-gateway:v2.11.1,2026-06-15T10:58:00
analytics-aggregator-7e9410,fraud-detection,aks-nodepool1-75404546-vmss000018,QUEUED,40.75,88.6,1,analytics-aggregator:v4.17.6,2026-06-15T07:54:00
reporting-service-7cdb78,dataops,aks-nodepool1-48627762-vmss000001,SUCCESS,43.28,59.36,1,reporting-service:v1.14.0,2026-06-27T20:06:00
auth-service-222c19,customer-360,aks-nodepool1-98085102-vmss000012,SUCCESS,22.28,59.87,1,auth-service:v1.0.8,2026-07-19T08:15:00
analytics-aggregator-d9f90b,monitoring,aks-nodepool1-45299337-vmss000015,SUCCESS,6.42,40.13,1,analytics-aggregator:v4.17.6,2026-07-16T23:36:00
recommendation-engine-f9d184,payments,aks-nodepool1-75404546-vmss000018,FAILED,78.07,57.72,3,recommendation-engine:v2.2.6,2026-07-13T01:23:00
analytics-aggregator-ff1b6,logging,aks-nodepool1-83743961-vmss000009,FAILED,20.1,78.74,0,analytics-aggregator:v4.17.6,2026-07-11T20:29:00
payment-gateway-df78ff,security,aks-nodepool1-48357559-vmss000003,FAILED,76.53,32.31,0,payment-gateway:v2.11.1,2026-07-02T19:28:00
recommendation-engine-836ee5,billing,aks-nodepool1-12223313-vmss000024,SUCCESS,25.47,61.35,3,recommendation-engine:v2.2.6,2026-07-22T02:20:00
notification-service-42df9a,ingress-nginx,aks-nodepool1-83743961-vmss000009,CANCELLED,51.83,56.32,1,notification-service:v2.4.9,2026-06-15T12:00:00
inventory-sync-eff5bf,security,aks-nodepool1-45299337-vmss000015,SUCCESS,48.53,46.37,1,inventory-sync:v3.2.2,2026-07-20T02:55:00
fraud-detector-d5019d,customer-360,aks-nodepool1-17496968-vmss000023,SUCCESS,36.71,58.34,2,fraud-detector:v4.17.9,2026-07-12T13:06:00
inventory-sync-a6685b,analytics,aks-nodepool1-89692162-vmss000014,FAILED,46.66,43.9,2,inventory-sync:v3.2.2,2026-06-24T09:44:00
auth-service-9383c2,payments,aks-nodepool1-15670390-vmss000004,SUCCESS,56.96,61.3,2,auth-service:v1.0.8,2026-07-17T17:11:00
analytics-aggregator-7f28bb,dataops,aks-nodepool1-47631053-vmss000002,SUCCESS,45.0,66.31,1,analytics-aggregator:v4.17.6,2026-06-19T21:34:00
order-processor-e5122b,logging,aks-nodepool1-96147474-vmss000005,SUCCESS,42.31,46.96,1,order-processor:v3.7.1,2026-06-07T10:52:00
auth-service-765a8e,billing,aks-nodepool1-96011206-vmss000010,RUNNING,34.83,79.78,1,auth-service:v1.0.8,2026-06-22T02:39:00
auth-service-a47931,fraud-detection,aks-nodepool1-83743961-vmss000009,SUCCESS,99.0,37.52,0,auth-service:v1.0.8,2026-06-05T02:14:00
payment-gateway-c687a6,security,aks-nodepool1-96147474-vmss000005,CANCELLED,58.98,58.44,2,payment-gateway:v2.11.1,2026-06-04T01:22:00
fraud-detector-ec4bbf,customer-360,aks-nodepool1-17496968-vmss000023,FAILED,53.7,34.07,1,fraud-detector:v4.17.9,2026-07-14T04:38:00
order-processor-320b75,fraud-detection,aks-nodepool1-98085102-vmss000012,SUCCESS,34.85,44.34,1,order-processor:v3.7.1,2026-06-25T23:41:00
analytics-aggregator-6b637d,fraud-detection,aks-nodepool1-43056794-vmss000016,RUNNING,32.1,64.43,2,analytics-aggregator:v4.17.6,2026-07-07T11:09:00
fraud-detector-bda658,security,aks-nodepool1-45299337-vmss000015,SUCCESS,43.15,30.67,1,fraud-detector:v4.17.9,2026-06-26T15:06:00
order-processor-d00192,fraud-detection,aks-nodepool1-12223313-vmss000024,QUEUED,41.31,82.66,1,order-processor:v3.7.1,2026-07-13T19:14:00
reporting-service-2ad658,payments,aks-nodepool1-17496968-vmss000023,SUCCESS,32.14,31.34,0,reporting-service:v1.14.0,2026-07-07T02:11:00
auth-service-42fc3,logging,aks-nodepool1-89692162-vmss000014,RUNNING,38.79,30.88,1,auth-service:v1.0.8,2026-06-11T14:00:00
fraud-detector-638c62,customer-360,aks-nodepool1-43898913-vmss000013,FAILED,56.14,26.64,3,fraud-detector:v4.17.9,2026-07-26T05:48:00
reporting-service-91c7bf,billing,aks-nodepool1-15670390-vmss000004,FAILED,55.46,45.94,0,reporting-service:v1.14.0,2026-07-22T09:17:00
auth-service-21af03,security,aks-nodepool1-43056794-vmss000016,SUCCESS,13.05,37.94,2,auth-service:v1.0.8,2026-07-01T05:25:00
notification-service-cab0f6,analytics,aks-nodepool1-17496968-vmss000023,CANCELLED,11.01,80.79,4,notification-service:v2.4.9,2026-06-26T15:18:00
recommendation-engine-5c3635,ingress-nginx,aks-nodepool1-38662564-vmss000011,SUCCESS,52.91,71.63,1,recommendation-engine:v2.2.6,2026-06-15T01:53:00
inventory-sync-bfa338,security,aks-nodepool1-94180852-vmss000017,SUCCESS,34.84,14.66,1,inventory-sync:v3.2.2,2026-07-14T23:48:00
analytics-aggregator-d87a98,logging,aks-nodepool1-47631053-vmss000002,RUNNING,39.81,59.42,2,analytics-aggregator:v4.17.6,2026-06-18T08:35:00
notification-service-ed193c,fraud-detection,aks-nodepool1-45299337-vmss000015,QUEUED,65.32,55.48,2,notification-service:v2.4.9,2026-06-13T14:44:00
payment-gateway-f2eee,monitoring,aks-nodepool1-15670390-vmss000004,SUCCESS,53.96,61.21,1,payment-gateway:v2.11.1,2026-07-10T13:20:00
auth-service-202676,customer-360,aks-nodepool1-48627762-vmss000001,SUCCESS,37.48,58.04,0,auth-service:v1.0.8,2026-06-22T07:44:00
order-processor-133d0d,monitoring,aks-nodepool1-17496968-vmss000023,RUNNING,34.82,65.81,1,order-processor:v3.7.1,2026-07-19T11:53:00
recommendation-engine-951d03,billing,aks-nodepool1-88032392-vmss000021,QUEUED,56.3,59.04,3,recommendation-engine:v2.2.6,2026-06-21T19:31:00
auth-service-20c2a1,billing,aks-nodepool1-45299337-vmss000015,FAILED,48.56,51.02,0,auth-service:v1.0.8,2026-06-22T06:24:00
order-processor-789c09,billing,aks-nodepool1-82588396-vmss000006,FAILED,41.0,73.33,1,order-processor:v3.7.1,2026-06-24T12:05:00
billing-worker-317c87,security,aks-nodepool1-88032392-vmss000021,SUCCESS,46.37,69.5,3,billing-worker:v4.0.2,2026-06-01T16:07:00
analytics-aggregator-73bad1,payments,aks-nodepool1-88032392-vmss000021,SUCCESS,6.91,34.41,4,analytics-aggregator:v4.17.6,2026-07-20T13:05:00
billing-worker-e8ed8d,security,aks-nodepool1-48627762-vmss000001,FAILED,1.0,54.31,1,billing-worker:v4.0.2,2026-06-09T07:36:00
analytics-aggregator-8f3146,fraud-detection,aks-nodepool1-96147474-vmss000005,SUCCESS,49.22,55.85,0,analytics-aggregator:v4.17.6,2026-07-02T21:28:00
billing-worker-af7672,monitoring,aks-nodepool1-96011206-vmss000010,FAILED,63.27,58.24,2,billing-worker:v4.0.2,2026-07-15T00:27:00
notification-service-211922,customer-360,aks-nodepool1-98085102-vmss000012,QUEUED,12.72,32.71,2,notification-service:v2.4.9,2026-07-16T12:04:00
analytics-aggregator-117cb8,payments,aks-nodepool1-77686018-vmss000019,FAILED,1.15,41.23,1,analytics-aggregator:v4.17.6,2026-06-14T00:25:00
analytics-aggregator-a01ccf,payments,aks-nodepool1-15271068-vmss000022,SUCCESS,45.66,29.87,0,analytics-aggregator:v4.17.6,2026-07-06T18:44:00
fraud-detector-40d0ee,logging,aks-nodepool1-94180852-vmss000017,CANCELLED,40.03,41.45,1,fraud-detector:v4.17.9,2026-06-15T21:51:00
payment-gateway-bd00a2,fraud-detection,aks-nodepool1-45299337-vmss000015,CANCELLED,37.88,62.74,1,payment-gateway:v2.11.1,2026-07-15T01:01:00
recommendation-engine-2373db,customer-360,aks-nodepool1-38662564-vmss000011,SUCCESS,41.0,51.18,1,recommendation-engine:v2.2.6,2026-06-09T07:46:00
recommendation-engine-f7b36e,payments,aks-nodepool1-49245863-vmss000020,SUCCESS,52.73,29.97,0,recommendation-engine:v2.2.6,2026-06-28T17:31:00
fraud-detector-1e28a2,security,aks-nodepool1-82588396-vmss000006,SUCCESS,42.52,70.92,1,fraud-detector:v4.17.9,2026-07-25T09:09:00
order-processor-c7cfea,monitoring,aks-nodepool1-88032392-vmss000021,RUNNING,62.3,70.17,0,order-processor:v3.7.1,2026-06-02T14:49:00
payment-gateway-c1b7a3,customer-360,aks-nodepool1-88032392-vmss000021,SUCCESS,65.93,41.27,0,payment-gateway:v2.11.1,2026-06-13T10:45:00
analytics-aggregator-7c8161,monitoring,aks-nodepool1-96147474-vmss000005,SUCCESS,46.3,34.92,1,analytics-aggregator:v4.17.6,2026-06-30T09:11:00
fraud-detector-217a5f,analytics,aks-nodepool1-38662564-vmss000011,SUCCESS,40.71,56.18,1,fraud-detector:v4.17.9,2026-06-24T14:17:00
notification-service-93d15e,analytics,aks-nodepool1-47631053-vmss000002,SUCCESS,36.64,79.8,3,notification-service:v2.4.9,2026-06-07T22:19:00
billing-worker-3ff59e,logging,aks-nodepool1-48627762-vmss000001,FAILED,60.86,32.78,1,billing-worker:v4.0.2,2026-07-27T00:30:00
fraud-detector-51dc30,fraud-detection,aks-nodepool1-12223313-vmss000024,QUEUED,51.51,52.84,2,fraud-detector:v4.17.9,2026-06-01T22:18:00
payment-gateway-bdcc7b,fraud-detection,aks-nodepool1-89692162-vmss000014,SUCCESS,71.02,54.68,1,payment-gateway:v2.11.1,2026-07-17T14:21:00
auth-service-5a295f,customer-360,aks-nodepool1-12223313-vmss000024,SUCCESS,43.31,53.55,2,auth-service:v1.0.8,2026-07-19T06:30:00
order-processor-51d514,logging,aks-nodepool1-88032392-vmss000021,SUCCESS,37.33,33.66,1,order-processor:v3.7.1,2026-06-06T03:07:00
auth-service-9d723b,payments,aks-nodepool1-98085102-vmss000012,FAILED,64.73,86.51,3,auth-service:v1.0.8,2026-07-02T17:26:00
analytics-aggregator-7d19ea,customer-360,aks-nodepool1-82588396-vmss000006,SUCCESS,51.19,29.88,0,analytics-aggregator:v4.17.6,2026-07-14T02:59:00
recommendation-engine-b80f6b,billing,aks-nodepool1-83743961-vmss000009,SUCCESS,23.98,76.59,1,recommendation-engine:v2.2.6,2026-07-02T19:20:00
payment-gateway-c235d6,analytics,aks-nodepool1-82588396-vmss000006,QUEUED,68.89,51.92,1,payment-gateway:v2.11.1,2026-07-03T11:25:00
fraud-detector-8b13b7,billing,aks-nodepool1-12223313-vmss000024,RUNNING,28.51,47.73,1,fraud-detector:v4.17.9,2026-07-03T09:23:00
reporting-service-92d417,dataops,aks-nodepool1-75404546-vmss000018,SUCCESS,42.36,34.49,1,reporting-service:v1.14.0,2026-07-11T23:35:00
inventory-sync-4aad0d,logging,aks-nodepool1-83743961-vmss000009,SUCCESS,69.59,24.94,1,inventory-sync:v3.2.2,2026-06-26T15:05:00
analytics-aggregator-cba0f1,fraud-detection,aks-nodepool1-96011206-vmss000010,SUCCESS,20.25,40.86,2,analytics-aggregator:v4.17.6,2026-06-14T02:32:00
