topic_name,consumer_group,partition,offset,lag,broker_id,throughput_msg_sec,status,timestamp
marketing.campaign.events,security-event-processor,3,16635312,341,BRO0005,769,RUNNING,2026-06-18T11:41:00
vendor.onboarding.events,supply-chain-tracker,20,1838123,1891,BRO0008,8034,SUCCESS,2026-06-28T00:41:00
procurement.purchase_orders,hr-data-sync,2,49421330,42,BRO0002,1741,SUCCESS,2026-07-15T12:46:00
quality.inspection.results,pricing-engine-consumer,20,34146880,479,BRO0011,1016,SUCCESS,2026-07-25T22:01:00
campaign.performance.metrics,hr-data-sync,21,18156921,200,BRO0009,2757,SUCCESS,2026-07-01T09:09:00
marketing.campaign.events,recommendation-engine-consumer,4,35079749,152,BRO0001,1707,SUCCESS,2026-07-06T08:51:00
inventory.stock.changes,claims-processing-group,1,49464291,198,BRO0011,991,CANCELLED,2026-06-25T21:28:00
logistics.fleet.telemetry,logistics-telemetry-consumer,14,33991433,3,BRO0005,866,SUCCESS,2026-07-16T02:00:00
customer.support.tickets,quality-control-consumer,7,44714904,45382,BRO0011,1032,SUCCESS,2026-07-01T18:42:00
marketing.campaign.events,pricing-engine-consumer,1,9117416,777,BRO0010,1034,SUCCESS,2026-07-03T15:27:00
sla.breach.alerts,customer-360-builder,22,11401476,413,BRO0008,767,FAILED,2026-07-27T17:24:00
recommendation.engine.scores,payments-reconciler,19,26554473,280,BRO0011,1133,FAILED,2026-06-14T15:47:00
sales.leads.captured,pricing-engine-consumer,7,42133351,34147,BRO0011,4945,SUCCESS,2026-07-22T07:08:00
hr.employee.changes,warehouse-ops-consumer,17,14609705,34,BRO0005,304,RUNNING,2026-06-13T14:33:00
returns.processed.events,security-event-processor,2,11796420,120,BRO0010,1864,SUCCESS,2026-06-18T07:17:00
orders.events.processed,reporting-etl-consumer,2,24028881,743,BRO0006,2746,QUEUED,2026-07-27T06:37:00
subscription.renewals,logistics-telemetry-consumer,6,2987940,231,BRO0006,1095,SUCCESS,2026-06-14T18:46:00
asset.maintenance.alerts,pricing-engine-consumer,19,21629414,25,BRO0012,1168,SUCCESS,2026-06-16T18:51:00
orders.events.processed,loyalty-points-processor,4,6934237,15,BRO0002,4265,FAILED,2026-07-24T05:19:00
customer.support.tickets,supply-chain-tracker,23,48812640,2030,BRO0011,767,RUNNING,2026-06-20T18:45:00
orders.events.processed,pricing-engine-consumer,17,40237748,7,BRO0012,2354,SUCCESS,2026-06-07T22:52:00
marketing.campaign.events,reporting-etl-consumer,3,23325398,1620,BRO0001,2211,QUEUED,2026-06-11T22:56:00
payments.transactions.completed,fraud-detection-group,14,34810143,1277,BRO0008,1511,FAILED,2026-06-05T20:01:00
energy.consumption.readings,audit-log-collector,1,9427191,1531,BRO0011,1542,SUCCESS,2026-06-27T07:45:00
order.cancellations,analytics-aggregator,3,13807205,436,BRO0004,3032,CANCELLED,2026-07-08T12:14:00
logistics.fleet.telemetry,inventory-sync-consumer,22,46962799,18404,BRO0001,6088,RUNNING,2026-07-19T05:45:00
sales.leads.captured,payments-reconciler,10,7951890,2203,BRO0009,375,RUNNING,2026-06-11T17:35:00
energy.consumption.readings,reporting-etl-consumer,1,28941181,22,BRO0007,3829,QUEUED,2026-07-21T00:21:00
compliance.kyc.checks,billing-pipeline-consumer,14,12979934,899,BRO0011,576,SUCCESS,2026-06-01T10:07:00
customer.profile.updates,asset-maintenance-consumer,11,9526427,324,BRO0007,458,SUCCESS,2026-07-03T16:43:00
returns.processed.events,order-processing-service,5,14046903,627,BRO0002,1490,SUCCESS,2026-07-07T19:29:00
asset.maintenance.alerts,billing-pipeline-consumer,21,28034853,448,BRO0009,1494,SUCCESS,2026-07-13T19:14:00
supply_chain.shipments.updates,customer-360-builder,12,33836663,501,BRO0012,179,SUCCESS,2026-06-06T19:38:00
procurement.purchase_orders,security-event-processor,4,16826768,1220,BRO0008,7315,RUNNING,2026-07-03T23:31:00
audit.access.logs,compliance-monitor,23,17274398,382,BRO0005,740,SUCCESS,2026-06-14T06:44:00
returns.processed.events,loyalty-points-processor,6,23437233,23482,BRO0011,2578,RUNNING,2026-06-05T23:32:00
refund.processing.events,pricing-engine-consumer,11,40389944,20461,BRO0010,1871,QUEUED,2026-07-12T18:41:00
procurement.purchase_orders,recommendation-engine-consumer,4,34391683,473,BRO0009,2371,RUNNING,2026-06-04T11:43:00
logistics.fleet.telemetry,claims-processing-group,9,28303418,682,BRO0004,1334,SUCCESS,2026-07-25T14:17:00
audit.access.logs,order-processing-service,1,36262768,31,BRO0007,1709,RUNNING,2026-07-14T10:23:00
energy.consumption.readings,warehouse-ops-consumer,7,23208979,130,BRO0010,1324,RUNNING,2026-06-26T19:41:00
finance.gl.postings,inventory-sync-consumer,20,37953030,358,BRO0004,831,SUCCESS,2026-07-15T02:12:00
security.auth.events,claims-processing-group,18,47458142,1975,BRO0001,4166,FAILED,2026-06-27T19:39:00
returns.processed.events,hr-data-sync,19,44704046,26681,BRO0008,1443,SUCCESS,2026-06-01T21:14:00
sla.breach.alerts,marketing-attribution-consumer,22,38340352,464,BRO0005,1788,SUCCESS,2026-06-04T05:12:00
warehouse.pick_pack.events,order-processing-service,0,8814738,0,BRO0008,652,RUNNING,2026-06-29T07:41:00
returns.processed.events,claims-processing-group,11,21553060,713,BRO0002,604,SUCCESS,2026-06-29T17:56:00
warehouse.pick_pack.events,reporting-etl-consumer,20,35843648,65,BRO0007,1470,SUCCESS,2026-06-25T13:14:00
subscription.renewals,analytics-aggregator,9,23475057,43,BRO0005,256,SUCCESS,2026-06-12T04:10:00
procurement.purchase_orders,analytics-aggregator,4,12436263,740,BRO0007,5851,SUCCESS,2026-07-26T20:22:00
dispute.resolution.updates,recommendation-engine-consumer,23,18361681,1432,BRO0001,799,SUCCESS,2026-07-01T18:22:00
orders.events.processed,compliance-monitor,19,4303726,1872,BRO0002,854,SUCCESS,2026-07-21T15:13:00
loyalty.points.accrued,fraud-detection-group,18,11090787,19907,BRO0002,701,FAILED,2026-06-06T23:27:00
pricing.updates.stream,warehouse-ops-consumer,13,9584946,439,BRO0002,1398,SUCCESS,2026-06-08T07:06:00
claims.submitted.events,inventory-sync-consumer,9,26421226,303,BRO0002,2135,RUNNING,2026-06-17T05:07:00
recommendation.engine.scores,audit-log-collector,4,6924621,3316,BRO0001,2628,SUCCESS,2026-07-13T03:20:00
inventory.stock.changes,analytics-aggregator,7,37945950,1071,BRO0011,581,FAILED,2026-07-20T11:32:00
sla.breach.alerts,fraud-detection-group,10,9441142,817,BRO0010,356,SUCCESS,2026-07-24T14:58:00
quality.inspection.results,audit-log-collector,1,13387618,14,BRO0004,1039,SUCCESS,2026-06-20T01:52:00
asset.maintenance.alerts,inventory-sync-consumer,5,29134469,87,BRO0010,1047,SUCCESS,2026-06-05T17:42:00
vendor.onboarding.events,audit-log-collector,11,20753494,360,BRO0001,535,SUCCESS,2026-07-16T19:03:00
dispute.resolution.updates,customer-360-builder,7,14798619,643,BRO0005,4607,SUCCESS,2026-06-28T16:22:00
sales.leads.captured,quality-control-consumer,9,47027126,1054,BRO0007,388,SUCCESS,2026-07-08T18:20:00
asset.maintenance.alerts,hr-data-sync,9,15068739,714,BRO0004,457,SUCCESS,2026-06-13T10:57:00
security.auth.events,compliance-monitor,15,49924468,742,BRO0012,3336,SUCCESS,2026-06-07T06:00:00
inventory.stock.changes,hr-data-sync,5,20466890,343,BRO0009,772,SUCCESS,2026-07-01T22:10:00
energy.consumption.readings,supply-chain-tracker,4,830858,427,BRO0012,960,FAILED,2026-06-27T00:52:00
customer.profile.updates,loyalty-points-processor,3,28339118,283,BRO0006,467,SUCCESS,2026-06-19T01:04:00
logistics.fleet.telemetry,billing-pipeline-consumer,14,38837859,93,BRO0003,304,SUCCESS,2026-06-30T16:16:00
claims.submitted.events,supply-chain-tracker,6,19117995,419,BRO0010,527,SUCCESS,2026-06-25T12:28:00
payments.transactions.completed,security-event-processor,1,21054757,344,BRO0010,183,SUCCESS,2026-06-28T07:43:00
customer.profile.updates,churn-model-feeder,7,2316287,211,BRO0006,2580,RUNNING,2026-06-27T10:02:00
marketing.campaign.events,warehouse-ops-consumer,6,6584715,444,BRO0001,1609,SUCCESS,2026-06-12T02:26:00
quality.inspection.results,loyalty-points-processor,16,22621246,266,BRO0004,9256,RUNNING,2026-07-06T08:30:00
audit.access.logs,claims-processing-group,6,41759471,148,BRO0005,1068,SUCCESS,2026-06-18T06:55:00
audit.access.logs,security-event-processor,17,23058787,696,BRO0005,646,SUCCESS,2026-06-27T14:18:00
churn.risk.updates,supply-chain-tracker,4,43469104,1999,BRO0005,3496,RUNNING,2026-07-13T15:33:00
supply_chain.shipments.updates,order-processing-service,14,45898943,1191,BRO0005,661,SUCCESS,2026-07-10T08:15:00
inventory.stock.changes,supply-chain-tracker,19,23197763,978,BRO0006,3467,FAILED,2026-07-04T10:05:00
shipping.tracking.updates,supply-chain-tracker,3,47071542,289,BRO0005,682,QUEUED,2026-06-27T21:41:00
inventory.stock.changes,notification-dispatcher,16,14594355,2229,BRO0010,162,SUCCESS,2026-06-24T07:49:00
billing.transactions.raw,sla-monitor-consumer,14,1548487,1200,BRO0012,802,SUCCESS,2026-07-01T07:28:00
asset.maintenance.alerts,warehouse-ops-consumer,22,49621544,484,BRO0005,830,FAILED,2026-06-26T21:28:00
inventory.stock.changes,loyalty-points-processor,0,42944557,119,BRO0008,2056,SUCCESS,2026-06-21T11:53:00
hr.employee.changes,pricing-engine-consumer,5,2904983,732,BRO0003,711,SUCCESS,2026-06-26T19:34:00
loyalty.points.accrued,payments-reconciler,3,46537238,158,BRO0007,1527,SUCCESS,2026-07-27T22:47:00
loyalty.points.accrued,analytics-aggregator,17,14954868,314,BRO0009,1508,FAILED,2026-06-29T03:03:00
billing.transactions.raw,payments-reconciler,17,37387772,3560,BRO0002,448,FAILED,2026-06-22T13:54:00
pricing.updates.stream,logistics-telemetry-consumer,3,9898049,661,BRO0006,345,SUCCESS,2026-07-02T19:22:00
claims.submitted.events,inventory-sync-consumer,3,45848718,172,BRO0001,514,SUCCESS,2026-06-28T10:39:00
finance.gl.postings,claims-processing-group,6,43742639,300,BRO0009,196,RUNNING,2026-07-22T09:16:00
compliance.kyc.checks,fraud-detection-group,21,488436,1455,BRO0006,1254,SUCCESS,2026-06-11T07:03:00
payments.transactions.completed,payments-reconciler,0,38383458,62,BRO0003,2293,SUCCESS,2026-06-02T00:29:00
energy.consumption.readings,loyalty-points-processor,18,10859903,44288,BRO0011,809,SUCCESS,2026-07-20T13:12:00
campaign.performance.metrics,fraud-detection-group,1,46932934,236,BRO0007,568,SUCCESS,2026-07-05T20:01:00
inventory.stock.changes,payments-reconciler,23,19308234,210,BRO0011,318,SUCCESS,2026-07-15T11:30:00
supply_chain.shipments.updates,logistics-telemetry-consumer,17,21897203,403,BRO0003,2279,SUCCESS,2026-06-05T07:18:00
claims.submitted.events,payments-reconciler,10,12431637,1518,BRO0001,3587,SUCCESS,2026-07-17T21:13:00
subscription.renewals,inventory-sync-consumer,2,26038831,909,BRO0002,108,SUCCESS,2026-06-06T00:38:00
energy.consumption.readings,order-processing-service,11,36921780,1971,BRO0009,10383,SUCCESS,2026-06-19T08:37:00
churn.risk.updates,marketing-attribution-consumer,4,37992865,537,BRO0005,6007,SUCCESS,2026-07-25T10:14:00
dispute.resolution.updates,payments-reconciler,0,19341816,1090,BRO0007,640,FAILED,2026-06-02T13:03:00
compliance.kyc.checks,analytics-aggregator,20,41261675,845,BRO0010,1123,SUCCESS,2026-07-06T20:17:00
asset.maintenance.alerts,claims-processing-group,5,40202180,273,BRO0001,1343,SUCCESS,2026-07-08T18:39:00
recommendation.engine.scores,supply-chain-tracker,18,27264271,4952,BRO0012,1727,SUCCESS,2026-06-29T21:00:00
loyalty.points.accrued,pricing-engine-consumer,21,25816758,1235,BRO0004,763,RUNNING,2026-06-18T18:54:00
sla.breach.alerts,loyalty-points-processor,18,32365815,21,BRO0005,1760,QUEUED,2026-07-16T14:52:00
refund.processing.events,order-processing-service,1,41320729,33500,BRO0008,2264,SUCCESS,2026-06-17T23:12:00
campaign.performance.metrics,recommendation-engine-consumer,9,47185107,372,BRO0012,15937,SUCCESS,2026-06-30T19:07:00
payments.transactions.completed,marketing-attribution-consumer,21,5900807,544,BRO0004,1052,SUCCESS,2026-06-19T06:31:00
marketing.campaign.events,customer-360-builder,14,23303007,250,BRO0010,565,FAILED,2026-07-20T20:44:00
security.auth.events,asset-maintenance-consumer,2,22336566,240,BRO0009,3349,CANCELLED,2026-06-04T05:57:00
compliance.kyc.checks,loyalty-points-processor,12,5233182,1057,BRO0011,1101,RUNNING,2026-07-21T14:29:00
customer.support.tickets,recommendation-engine-consumer,19,43065975,64,BRO0012,1337,FAILED,2026-07-16T15:05:00
procurement.purchase_orders,marketing-attribution-consumer,3,2052390,1509,BRO0009,1251,SUCCESS,2026-07-26T23:09:00
returns.processed.events,inventory-sync-consumer,11,28183300,27,BRO0004,770,SUCCESS,2026-06-09T09:22:00
returns.processed.events,inventory-sync-consumer,9,23770329,64,BRO0005,702,SUCCESS,2026-06-04T09:41:00
warehouse.pick_pack.events,churn-model-feeder,20,5564428,117,BRO0007,680,RUNNING,2026-07-13T12:07:00
claims.submitted.events,warehouse-ops-consumer,14,6780619,365,BRO0007,501,SUCCESS,2026-06-23T02:34:00
recommendation.engine.scores,churn-model-feeder,20,27327362,359,BRO0005,707,SUCCESS,2026-07-07T12:50:00
payments.transactions.completed,analytics-aggregator,1,44040108,23105,BRO0002,8117,CANCELLED,2026-06-12T05:33:00
subscription.renewals,fraud-detection-group,4,6416868,787,BRO0005,1056,SUCCESS,2026-06-10T13:21:00
vendor.onboarding.events,asset-maintenance-consumer,16,29538939,652,BRO0009,487,SUCCESS,2026-07-11T00:01:00
vendor.onboarding.events,warehouse-ops-consumer,3,17685518,153,BRO0008,388,SUCCESS,2026-06-13T08:45:00
underwriting.decisions,loyalty-points-processor,2,21511069,225,BRO0008,4076,SUCCESS,2026-07-06T11:30:00
fraud.alerts.stream,quality-control-consumer,15,44544526,1037,BRO0005,591,SUCCESS,2026-06-06T17:39:00
security.auth.events,supply-chain-tracker,13,34917658,965,BRO0002,1343,SUCCESS,2026-06-21T03:08:00
inventory.stock.changes,churn-model-feeder,22,10134938,1850,BRO0005,177,SUCCESS,2026-07-27T12:47:00
underwriting.decisions,audit-log-collector,12,39684605,435,BRO0005,121,SUCCESS,2026-06-09T02:20:00
audit.access.logs,marketing-attribution-consumer,23,24658574,1133,BRO0003,1474,SUCCESS,2026-06-16T06:27:00
inventory.stock.changes,sla-monitor-consumer,5,45931840,849,BRO0004,187,FAILED,2026-06-30T04:05:00
security.auth.events,reporting-etl-consumer,2,23233864,276,BRO0002,1420,SUCCESS,2026-06-02T08:42:00
energy.consumption.readings,logistics-telemetry-consumer,18,10522727,331,BRO0007,2826,SUCCESS,2026-06-07T09:07:00
refund.processing.events,fraud-detection-group,23,19775974,1415,BRO0005,458,SUCCESS,2026-07-04T01:26:00
procurement.purchase_orders,security-event-processor,22,42850867,969,BRO0007,648,SUCCESS,2026-07-14T02:42:00
security.auth.events,security-event-processor,2,43534361,1218,BRO0001,692,SUCCESS,2026-06-17T12:05:00
recommendation.engine.scores,pricing-engine-consumer,18,14572050,2036,BRO0008,521,SUCCESS,2026-06-28T15:10:00
claims.submitted.events,reporting-etl-consumer,8,16555152,574,BRO0010,724,FAILED,2026-07-22T17:13:00
dispute.resolution.updates,audit-log-collector,21,27179859,291,BRO0009,696,SUCCESS,2026-06-06T04:05:00
recommendation.engine.scores,audit-log-collector,6,38556007,719,BRO0004,870,QUEUED,2026-06-16T17:49:00
warehouse.pick_pack.events,quality-control-consumer,0,29567226,766,BRO0003,1168,SUCCESS,2026-07-14T07:48:00
vendor.onboarding.events,security-event-processor,10,1603744,86,BRO0009,1905,SUCCESS,2026-06-15T12:11:00
customer.profile.updates,sla-monitor-consumer,5,4958061,164,BRO0012,1805,SUCCESS,2026-06-15T11:17:00
quality.inspection.results,sla-monitor-consumer,4,44127533,1653,BRO0005,1172,FAILED,2026-06-18T17:05:00
billing.transactions.raw,analytics-aggregator,22,2651276,855,BRO0011,483,RUNNING,2026-06-29T16:17:00
loyalty.points.accrued,billing-pipeline-consumer,15,12987702,578,BRO0003,1873,SUCCESS,2026-07-05T05:20:00
quality.inspection.results,logistics-telemetry-consumer,14,32710643,648,BRO0006,2580,SUCCESS,2026-07-11T14:58:00
security.auth.events,reporting-etl-consumer,2,17928318,949,BRO0006,1288,SUCCESS,2026-06-16T19:19:00
customer.profile.updates,sla-monitor-consumer,5,48964578,374,BRO0009,746,SUCCESS,2026-06-22T17:22:00
warehouse.pick_pack.events,warehouse-ops-consumer,16,43435399,2441,BRO0006,10778,SUCCESS,2026-07-17T17:10:00
churn.risk.updates,marketing-attribution-consumer,13,7033240,103,BRO0012,103,SUCCESS,2026-06-12T16:00:00
recommendation.engine.scores,hr-data-sync,15,4869516,207,BRO0009,2145,SUCCESS,2026-06-08T22:36:00
energy.consumption.readings,supply-chain-tracker,10,44039089,642,BRO0012,1411,RUNNING,2026-07-02T23:35:00
logistics.fleet.telemetry,fraud-detection-group,10,3080853,171,BRO0004,5460,SUCCESS,2026-06-25T02:09:00
churn.risk.updates,logistics-telemetry-consumer,3,44807434,227,BRO0005,7858,SUCCESS,2026-07-12T23:49:00
loyalty.points.accrued,inventory-sync-consumer,3,24126087,1155,BRO0012,2204,RUNNING,2026-06-28T16:48:00
subscription.renewals,notification-dispatcher,11,38018110,1955,BRO0005,693,SUCCESS,2026-07-20T05:04:00
campaign.performance.metrics,quality-control-consumer,22,15440562,490,BRO0011,2046,SUCCESS,2026-06-03T22:08:00
returns.processed.events,audit-log-collector,5,1785941,108,BRO0011,330,SUCCESS,2026-06-12T03:55:00
customer.profile.updates,churn-model-feeder,2,49061644,110,BRO0008,1229,SUCCESS,2026-07-06T14:13:00
logistics.fleet.telemetry,sla-monitor-consumer,23,40349404,28931,BRO0010,500,SUCCESS,2026-06-24T16:49:00
recommendation.engine.scores,audit-log-collector,22,32760607,56,BRO0009,1891,SUCCESS,2026-06-06T14:49:00
marketing.campaign.events,audit-log-collector,23,17950873,1199,BRO0012,176,FAILED,2026-07-11T16:24:00
asset.maintenance.alerts,recommendation-engine-consumer,2,23923815,677,BRO0006,786,SUCCESS,2026-07-25T09:21:00
loyalty.points.accrued,compliance-monitor,21,46959093,737,BRO0004,1386,SUCCESS,2026-06-06T20:25:00
order.cancellations,churn-model-feeder,9,13831528,28,BRO0011,886,SUCCESS,2026-07-21T19:44:00
underwriting.decisions,quality-control-consumer,14,5656945,476,BRO0001,784,FAILED,2026-06-02T15:46:00
compliance.kyc.checks,audit-log-collector,10,42089038,1844,BRO0005,509,SUCCESS,2026-07-10T01:51:00
audit.access.logs,warehouse-ops-consumer,20,4044519,1599,BRO0010,868,SUCCESS,2026-07-21T20:25:00
procurement.purchase_orders,sla-monitor-consumer,10,30732831,797,BRO0002,5266,SUCCESS,2026-06-06T00:54:00
pricing.updates.stream,supply-chain-tracker,1,9796381,379,BRO0002,606,SUCCESS,2026-06-21T15:47:00
hr.employee.changes,churn-model-feeder,7,11807043,459,BRO0010,288,SUCCESS,2026-07-08T12:58:00
marketing.campaign.events,billing-pipeline-consumer,3,23966412,616,BRO0007,379,SUCCESS,2026-07-19T10:33:00
customer.support.tickets,payments-reconciler,23,39667470,149,BRO0011,710,SUCCESS,2026-07-07T17:46:00
marketing.campaign.events,security-event-processor,12,36005576,932,BRO0003,2337,SUCCESS,2026-07-18T01:36:00
vendor.onboarding.events,pricing-engine-consumer,23,46481878,827,BRO0007,847,SUCCESS,2026-07-15T17:38:00
procurement.purchase_orders,pricing-engine-consumer,3,17863729,199,BRO0003,2549,SUCCESS,2026-07-10T12:52:00
inventory.stock.changes,asset-maintenance-consumer,10,4377316,13,BRO0005,4831,SUCCESS,2026-07-05T14:44:00
order.cancellations,pricing-engine-consumer,8,29580849,31,BRO0001,445,SUCCESS,2026-07-26T18:59:00
returns.processed.events,loyalty-points-processor,21,30354911,1817,BRO0010,1426,SUCCESS,2026-06-08T07:41:00
customer.profile.updates,churn-model-feeder,0,4860195,647,BRO0001,822,SUCCESS,2026-06-13T01:33:00
asset.maintenance.alerts,reporting-etl-consumer,9,27083016,837,BRO0003,2984,SUCCESS,2026-07-10T03:39:00
pricing.updates.stream,customer-360-builder,11,37598030,2623,BRO0011,2660,SUCCESS,2026-06-27T07:07:00
marketing.campaign.events,audit-log-collector,22,37384899,391,BRO0012,1680,FAILED,2026-06-26T23:00:00
inventory.stock.changes,payments-reconciler,16,10039493,886,BRO0012,345,CANCELLED,2026-06-13T14:01:00
vendor.onboarding.events,notification-dispatcher,10,6976130,3749,BRO0005,776,RUNNING,2026-06-15T06:35:00
order.cancellations,asset-maintenance-consumer,17,17739787,462,BRO0004,1017,SUCCESS,2026-06-11T04:05:00
customer.profile.updates,billing-pipeline-consumer,18,40052196,717,BRO0006,1024,SUCCESS,2026-06-20T17:05:00
payments.transactions.completed,pricing-engine-consumer,15,41481358,47959,BRO0005,579,RUNNING,2026-06-16T18:44:00
refund.processing.events,security-event-processor,9,17850541,477,BRO0008,1451,SUCCESS,2026-06-27T05:36:00
security.auth.events,quality-control-consumer,15,37885911,250,BRO0005,1763,SUCCESS,2026-06-20T08:17:00
vendor.onboarding.events,churn-model-feeder,20,32932815,1093,BRO0007,1556,SUCCESS,2026-06-22T14:58:00
energy.consumption.readings,billing-pipeline-consumer,0,18908945,30,BRO0005,489,SUCCESS,2026-06-11T14:29:00
sla.breach.alerts,churn-model-feeder,12,22991678,380,BRO0003,735,SUCCESS,2026-06-08T15:08:00
security.auth.events,logistics-telemetry-consumer,14,45378275,231,BRO0007,326,SUCCESS,2026-07-01T08:38:00
pricing.updates.stream,compliance-monitor,15,26706806,1738,BRO0008,514,SUCCESS,2026-07-05T11:48:00
asset.maintenance.alerts,hr-data-sync,15,48231765,115,BRO0004,2111,SUCCESS,2026-07-21T13:06:00
customer.support.tickets,supply-chain-tracker,1,47014267,123,BRO0007,886,QUEUED,2026-06-20T20:02:00
pricing.updates.stream,sla-monitor-consumer,4,38787543,2093,BRO0005,923,SUCCESS,2026-06-29T21:46:00
compliance.kyc.checks,quality-control-consumer,21,25350058,689,BRO0010,3411,SUCCESS,2026-06-30T03:28:00
customer.support.tickets,fraud-detection-group,13,10695315,739,BRO0010,606,SUCCESS,2026-06-09T20:05:00
pricing.updates.stream,analytics-aggregator,1,32941417,671,BRO0005,1118,CANCELLED,2026-07-25T14:27:00
refund.processing.events,pricing-engine-consumer,0,5798995,111,BRO0002,236,SUCCESS,2026-06-09T02:37:00
procurement.purchase_orders,loyalty-points-processor,15,44647448,1454,BRO0004,2889,SUCCESS,2026-06-03T23:23:00
orders.events.processed,reporting-etl-consumer,4,1814693,184,BRO0004,916,SUCCESS,2026-07-14T03:09:00
customer.profile.updates,inventory-sync-consumer,10,45576045,1858,BRO0002,2546,SUCCESS,2026-07-23T07:46:00
payments.transactions.completed,notification-dispatcher,17,6169863,1894,BRO0004,2483,FAILED,2026-06-19T20:26:00
procurement.purchase_orders,supply-chain-tracker,10,4117910,111,BRO0001,1058,SUCCESS,2026-06-16T00:59:00
pricing.updates.stream,order-processing-service,4,4215563,31,BRO0009,1977,SUCCESS,2026-06-05T01:05:00
loyalty.points.accrued,order-processing-service,19,42153910,5,BRO0008,241,SUCCESS,2026-07-08T22:26:00
audit.access.logs,billing-pipeline-consumer,1,16015012,873,BRO0008,630,CANCELLED,2026-07-18T17:25:00
subscription.renewals,claims-processing-group,9,2774565,828,BRO0011,149,SUCCESS,2026-06-26T14:48:00
dispute.resolution.updates,asset-maintenance-consumer,5,16144034,60,BRO0007,3094,SUCCESS,2026-07-25T10:59:00
claims.submitted.events,pricing-engine-consumer,7,6259949,595,BRO0002,2090,SUCCESS,2026-07-09T10:35:00
underwriting.decisions,churn-model-feeder,4,823602,750,BRO0011,4948,SUCCESS,2026-07-04T20:39:00
refund.processing.events,asset-maintenance-consumer,8,18140842,892,BRO0002,4584,SUCCESS,2026-06-11T02:52:00
shipping.tracking.updates,compliance-monitor,21,39240123,8,BRO0011,5775,FAILED,2026-06-04T13:51:00
asset.maintenance.alerts,loyalty-points-processor,23,15007262,875,BRO0008,912,SUCCESS,2026-07-24T23:37:00
order.cancellations,billing-pipeline-consumer,17,2036129,485,BRO0005,233,FAILED,2026-06-14T14:42:00
vendor.onboarding.events,reporting-etl-consumer,13,12000000,410,BRO0001,732,SUCCESS,2026-06-14T10:46:00
shipping.tracking.updates,inventory-sync-consumer,13,35291860,15866,BRO0012,10099,SUCCESS,2026-07-10T22:06:00
campaign.performance.metrics,churn-model-feeder,16,8366578,1133,BRO0002,2008,FAILED,2026-06-09T00:19:00
customer.profile.updates,notification-dispatcher,19,30748284,258,BRO0003,3866,SUCCESS,2026-07-13T10:06:00
security.auth.events,billing-pipeline-consumer,21,40768688,889,BRO0002,2533,FAILED,2026-06-03T15:35:00
energy.consumption.readings,churn-model-feeder,2,47432601,81,BRO0007,2085,SUCCESS,2026-06-05T16:24:00
marketing.campaign.events,compliance-monitor,8,47227233,112,BRO0004,799,CANCELLED,2026-06-18T05:06:00
recommendation.engine.scores,billing-pipeline-consumer,14,969718,501,BRO0004,342,RUNNING,2026-07-26T09:25:00
payments.transactions.completed,loyalty-points-processor,23,43865613,124,BRO0005,2869,CANCELLED,2026-06-15T19:36:00
billing.transactions.raw,notification-dispatcher,13,25386175,735,BRO0009,429,SUCCESS,2026-06-08T05:38:00
pricing.updates.stream,supply-chain-tracker,7,33569530,31159,BRO0012,6447,RUNNING,2026-07-07T01:16:00
refund.processing.events,security-event-processor,8,33778843,1832,BRO0005,2029,SUCCESS,2026-07-27T20:43:00
audit.access.logs,inventory-sync-consumer,22,38498131,969,BRO0009,2291,RUNNING,2026-06-17T19:26:00
customer.support.tickets,inventory-sync-consumer,14,22458563,53385,BRO0001,1153,SUCCESS,2026-07-06T16:01:00
inventory.stock.changes,supply-chain-tracker,4,17028654,2559,BRO0006,185,SUCCESS,2026-07-14T04:43:00
logistics.fleet.telemetry,quality-control-consumer,21,6043349,1341,BRO0003,443,SUCCESS,2026-06-27T19:48:00
procurement.purchase_orders,hr-data-sync,21,43097539,236,BRO0006,3081,CANCELLED,2026-06-16T19:32:00
security.auth.events,loyalty-points-processor,13,43056328,20269,BRO0011,297,SUCCESS,2026-07-17T01:53:00
audit.access.logs,inventory-sync-consumer,0,18318490,2272,BRO0004,313,SUCCESS,2026-07-13T16:53:00
procurement.purchase_orders,notification-dispatcher,18,8560314,90,BRO0002,5470,SUCCESS,2026-07-17T00:47:00
supply_chain.shipments.updates,claims-processing-group,16,1783935,932,BRO0004,122,SUCCESS,2026-06-04T19:30:00
underwriting.decisions,inventory-sync-consumer,7,39272861,52010,BRO0005,1028,SUCCESS,2026-06-06T19:09:00
loyalty.points.accrued,logistics-telemetry-consumer,12,22364128,3758,BRO0008,1649,SUCCESS,2026-06-02T05:46:00
asset.maintenance.alerts,payments-reconciler,4,32638391,2201,BRO0008,9073,SUCCESS,2026-06-11T07:43:00
marketing.campaign.events,logistics-telemetry-consumer,3,21955329,1030,BRO0007,3487,SUCCESS,2026-06-01T21:06:00
order.cancellations,order-processing-service,23,35674497,1263,BRO0009,1805,RUNNING,2026-07-24T12:41:00
claims.submitted.events,claims-processing-group,2,39936236,597,BRO0004,174,SUCCESS,2026-06-21T09:10:00
energy.consumption.readings,supply-chain-tracker,13,43486710,2355,BRO0006,845,SUCCESS,2026-07-23T23:19:00
payments.transactions.completed,notification-dispatcher,7,16156364,890,BRO0004,182,SUCCESS,2026-07-19T13:11:00
