entity_id,source_system,total_incidents,last_incident,root_cause,resolution,severity
PIP0831,Azure Data Factory,0,2026-07-06,Dependency Failure,Apply Patch,Low
PIP0832,Azure Data Factory,4,2026-07-22,Dependency Failure,Restart Service,High
PIP0833,Azure Data Factory,0,2026-07-06,CPU Saturation,Increase Resources,Medium
PIP0834,Azure Data Factory,11,2026-07-22,Network Timeout,Update Configuration,Critical
PIP0835,Azure Data Factory,10,2026-07-10,Power Outage,Update Configuration,Low
PIP0836,Azure Data Factory,15,2026-07-27,Disk Full,Scale Cluster,High
PIP0837,Azure Data Factory,3,2026-07-18,Authentication Failure,Manual Intervention,Critical
PIP0838,Azure Data Factory,7,2026-07-10,Network Timeout,Scale Cluster,Critical
PIP0839,Azure Data Factory,5,2026-07-22,Network Timeout,Retry Pipeline,Medium
PIP0840,Azure Data Factory,3,2026-07-09,CPU Saturation,Scale Cluster,High
PIP0841,Azure Data Factory,7,2026-07-11,Broker Failure,Increase Resources,Critical
PIP0842,Azure Data Factory,2,2026-07-18,Dependency Failure,Replace Node,Medium
PIP0843,Azure Data Factory,1,2026-07-04,Firmware Error,Update Configuration,Low
PIP0844,Azure Data Factory,9,2026-07-25,Network Timeout,Update Configuration,Low
PIP0845,Azure Data Factory,4,2026-07-26,Authentication Failure,Manual Intervention,Critical
PIP0846,Azure Data Factory,1,2026-07-08,Container Restart,Scale Cluster,Medium
PIP0847,Azure Data Factory,1,2026-07-27,Dependency Failure,Manual Intervention,Critical
PIP0848,Azure Data Factory,4,2026-07-13,Memory Leak,Update Configuration,Medium
PIP0849,Azure Data Factory,6,2026-07-24,API Rate Limit,Rollback Deployment,High
PIP0850,Azure Data Factory,6,2026-07-10,Authentication Failure,Replace Sensor,Low
PIP0851,Azure Data Factory,13,2026-07-03,CPU Saturation,Replace Node,Critical
PIP0852,Azure Data Factory,3,2026-07-21,Pod Crash,Replace Node,High
PIP0853,Azure Data Factory,7,2026-07-27,Firmware Error,Update Configuration,High
PIP0854,Azure Data Factory,5,2026-07-11,Network Timeout,Replace Sensor,Medium
PIP0855,Azure Data Factory,1,2026-07-21,API Rate Limit,Rollback Deployment,Medium
PIP0856,Azure Data Factory,5,2026-07-02,Pod Crash,Replace Sensor,Critical
PIP0857,Azure Data Factory,11,2026-07-04,Sensor Failure,Restart Service,Low
PIP0858,Azure Data Factory,13,2026-07-04,Pod Crash,Replace Node,Medium
PIP0859,Azure Data Factory,13,2026-07-26,Database Lock,Retry Pipeline,High
PIP0860,Azure Data Factory,10,2026-07-02,Pod Crash,Manual Intervention,Critical
PIP0861,Azure Data Factory,1,2026-07-26,Database Lock,Increase Resources,High
PIP0862,Azure Data Factory,0,2026-07-23,Configuration Drift,Replace Sensor,Medium
PIP0863,Azure Data Factory,12,2026-07-01,Broker Failure,Replace Sensor,High
PIP0864,Azure Data Factory,14,2026-07-13,Dependency Failure,Scale Cluster,Critical
PIP0865,Azure Data Factory,1,2026-07-25,Power Outage,Apply Patch,High
PIP0866,Azure Data Factory,2,2026-07-18,API Rate Limit,Apply Patch,High
PIP0867,Azure Data Factory,12,2026-07-05,Broker Failure,Manual Intervention,Medium
PIP0868,Azure Data Factory,6,2026-07-21,Container Restart,Retry Pipeline,Medium
PIP0869,Azure Data Factory,0,2026-07-05,API Rate Limit,Restart Service,Low
PIP0870,Azure Data Factory,5,2026-07-11,Container Restart,Replace Node,High
PIP0871,Azure Data Factory,2,2026-07-03,Firmware Error,Apply Patch,Critical
PIP0872,Azure Data Factory,11,2026-07-06,Power Outage,Retry Pipeline,Low
PIP0873,Azure Data Factory,4,2026-07-17,Authentication Failure,Replace Node,Critical
PIP0874,Azure Data Factory,9,2026-07-04,Dependency Failure,Manual Intervention,Medium
PIP0875,Azure Data Factory,11,2026-07-16,Broker Failure,Rollback Deployment,Medium
PIP0876,Azure Data Factory,3,2026-07-18,Configuration Drift,Scale Cluster,Critical
PIP0877,Azure Data Factory,3,2026-07-16,Disk Full,Retry Pipeline,Medium
PIP0878,Azure Data Factory,14,2026-07-23,CPU Saturation,Replace Sensor,Low
PIP0879,Azure Data Factory,0,2026-07-24,Power Outage,Apply Patch,Critical
PIP0880,Azure Data Factory,9,2026-07-27,Network Timeout,Replace Node,Low
PIP0881,Azure Data Factory,8,2026-07-03,Database Lock,Replace Sensor,High
PIP0882,Azure Data Factory,10,2026-07-16,Power Outage,Replace Node,High
PIP0883,Azure Data Factory,12,2026-07-27,Container Restart,Replace Sensor,Low
PIP0884,Azure Data Factory,8,2026-07-25,Network Timeout,Update Configuration,Medium
PIP0885,Azure Data Factory,7,2026-07-11,Configuration Drift,Scale Cluster,High
PIP0886,Azure Data Factory,9,2026-07-23,CPU Saturation,Manual Intervention,Medium
PIP0887,Azure Data Factory,2,2026-07-25,Disk Full,Increase Resources,Medium
PIP0888,Azure Data Factory,3,2026-07-21,Authentication Failure,Replace Sensor,Low
PIP0889,Azure Data Factory,9,2026-07-06,CPU Saturation,Scale Cluster,Medium
PIP0890,Azure Data Factory,8,2026-07-01,Container Restart,Restart Service,Medium
PIP0891,Azure Data Factory,3,2026-07-18,Dependency Failure,Replace Sensor,High
PIP0892,Azure Data Factory,0,2026-07-15,CPU Saturation,Rollback Deployment,Medium
PIP0893,Azure Data Factory,15,2026-07-28,Disk Full,Scale Cluster,High
PIP0894,Azure Data Factory,3,2026-07-23,Memory Leak,Increase Resources,Medium
PIP0895,Azure Data Factory,10,2026-07-24,Sensor Failure,Replace Sensor,Medium
PIP0896,Azure Data Factory,10,2026-07-04,Database Lock,Rollback Deployment,High
PIP0897,Azure Data Factory,3,2026-07-15,API Rate Limit,Retry Pipeline,Low
PIP0898,Azure Data Factory,11,2026-07-24,Container Restart,Retry Pipeline,Critical
PIP0899,Azure Data Factory,15,2026-07-22,Authentication Failure,Replace Sensor,High
PIP0900,Azure Data Factory,4,2026-07-01,Broker Failure,Retry Pipeline,Medium
PIP0901,Azure Data Factory,7,2026-07-25,Disk Full,Retry Pipeline,Critical
PIP0902,Azure Data Factory,14,2026-07-26,Memory Leak,Rollback Deployment,Critical
PIP0903,Azure Data Factory,4,2026-07-23,Authentication Failure,Replace Sensor,Low
PIP0904,Azure Data Factory,8,2026-07-22,API Rate Limit,Replace Node,Medium
PIP0905,Azure Data Factory,14,2026-07-02,Pod Crash,Update Configuration,Critical
PIP0906,Azure Data Factory,6,2026-07-03,Dependency Failure,Increase Resources,High
PIP0907,Azure Data Factory,10,2026-07-22,Database Lock,Manual Intervention,Medium
PIP0908,Azure Data Factory,14,2026-07-23,Firmware Error,Rollback Deployment,Critical
PIP0909,Azure Data Factory,13,2026-07-01,Authentication Failure,Manual Intervention,Low
PIP0910,Azure Data Factory,2,2026-07-03,Network Timeout,Manual Intervention,Low
PIP0911,Azure Data Factory,11,2026-07-27,Firmware Error,Update Configuration,Critical
PIP0912,Azure Data Factory,8,2026-07-13,Broker Failure,Update Configuration,High
PIP0913,Azure Data Factory,13,2026-07-27,Broker Failure,Scale Cluster,Critical
PIP0914,Azure Data Factory,12,2026-07-19,Broker Failure,Replace Node,Medium
PIP0915,Azure Data Factory,2,2026-07-07,Container Restart,Update Configuration,Medium
PIP0916,Azure Data Factory,13,2026-07-13,Disk Full,Restart Service,Critical
PIP0917,Azure Data Factory,15,2026-07-05,CPU Saturation,Manual Intervention,Medium
PIP0918,Azure Data Factory,7,2026-07-13,Firmware Error,Replace Node,Low
PIP0919,Azure Data Factory,15,2026-07-18,API Rate Limit,Restart Service,Critical
PIP0920,Azure Data Factory,12,2026-07-13,CPU Saturation,Manual Intervention,Critical
PIP0921,Azure Data Factory,8,2026-07-27,Authentication Failure,Update Configuration,Medium
PIP0922,Azure Data Factory,6,2026-07-20,Sensor Failure,Replace Node,High
PIP0923,Azure Data Factory,4,2026-07-09,Network Timeout,Replace Sensor,High
PIP0924,Azure Data Factory,15,2026-07-01,Firmware Error,Retry Pipeline,Low
PIP0925,Azure Data Factory,7,2026-07-20,Pod Crash,Replace Sensor,Low
PIP0926,Azure Data Factory,13,2026-07-19,Database Lock,Manual Intervention,Medium
PIP0927,Azure Data Factory,9,2026-07-17,Authentication Failure,Replace Sensor,Low
PIP0928,Azure Data Factory,0,2026-07-18,Memory Leak,Apply Patch,Critical
PIP0929,Azure Data Factory,9,2026-07-17,Firmware Error,Increase Resources,Low
PIP0930,Azure Data Factory,15,2026-07-04,Configuration Drift,Apply Patch,Medium
PIP0931,Azure Data Factory,13,2026-07-14,Broker Failure,Retry Pipeline,Critical
PIP0932,Azure Data Factory,1,2026-07-22,Container Restart,Retry Pipeline,High
PIP0933,Azure Data Factory,3,2026-07-28,Container Restart,Scale Cluster,High
PIP0934,Azure Data Factory,14,2026-07-06,Dependency Failure,Retry Pipeline,Critical
PIP0935,Azure Data Factory,15,2026-07-08,Broker Failure,Replace Node,High
PIP0936,Azure Data Factory,11,2026-07-03,Pod Crash,Replace Node,Low
PIP0937,Azure Data Factory,7,2026-07-12,Network Timeout,Replace Node,Low
PIP0938,Azure Data Factory,10,2026-07-14,Configuration Drift,Scale Cluster,Low
PIP0939,Azure Data Factory,2,2026-07-06,Memory Leak,Apply Patch,High
PIP0940,Azure Data Factory,14,2026-07-26,API Rate Limit,Increase Resources,Low
PIP0941,Azure Data Factory,14,2026-07-27,Dependency Failure,Replace Sensor,Medium
PIP0942,Azure Data Factory,8,2026-07-18,Configuration Drift,Scale Cluster,Low
PIP0943,Azure Data Factory,7,2026-07-08,Disk Full,Replace Node,Critical
PIP0944,Azure Data Factory,6,2026-07-15,Network Timeout,Manual Intervention,Low
PIP0945,Azure Data Factory,4,2026-07-09,Network Timeout,Restart Service,Low
PIP0946,Azure Data Factory,8,2026-07-15,Sensor Failure,Apply Patch,Critical
PIP0947,Azure Data Factory,13,2026-07-24,Firmware Error,Manual Intervention,High
PIP0948,Azure Data Factory,8,2026-07-25,Configuration Drift,Restart Service,Medium
PIP0949,Azure Data Factory,14,2026-07-20,Network Timeout,Apply Patch,Medium
PIP0950,Azure Data Factory,5,2026-07-27,CPU Saturation,Retry Pipeline,High
PIP0951,Azure Data Factory,1,2026-07-12,Authentication Failure,Apply Patch,Low
PIP0952,Azure Data Factory,4,2026-07-01,Sensor Failure,Retry Pipeline,Low
PIP0953,Azure Data Factory,5,2026-07-02,Network Timeout,Restart Service,Critical
PIP0954,Azure Data Factory,15,2026-07-17,Database Lock,Rollback Deployment,Critical
PIP0955,Azure Data Factory,11,2026-07-08,Container Restart,Update Configuration,Critical
PIP0956,Azure Data Factory,15,2026-07-11,Disk Full,Replace Node,Low
PIP0957,Azure Data Factory,0,2026-07-04,Sensor Failure,Replace Node,High
PIP0958,Azure Data Factory,11,2026-07-02,Container Restart,Restart Service,Medium
PIP0959,Azure Data Factory,3,2026-07-12,Database Lock,Replace Node,Low
PIP0960,Azure Data Factory,3,2026-07-17,Power Outage,Increase Resources,Low
PIP0961,Azure Data Factory,10,2026-07-19,Memory Leak,Retry Pipeline,Medium
PIP0962,Azure Data Factory,4,2026-07-14,Container Restart,Apply Patch,Critical
PIP0963,Azure Data Factory,6,2026-07-08,Memory Leak,Manual Intervention,Medium
PIP0964,Azure Data Factory,10,2026-07-08,Configuration Drift,Rollback Deployment,High
PIP0965,Azure Data Factory,13,2026-07-05,Database Lock,Manual Intervention,Low
PIP0966,Azure Data Factory,8,2026-07-13,Dependency Failure,Increase Resources,Critical
PIP0967,Azure Data Factory,1,2026-07-17,CPU Saturation,Rollback Deployment,Critical
PIP0968,Azure Data Factory,7,2026-07-21,Pod Crash,Increase Resources,High
PIP0969,Azure Data Factory,15,2026-07-20,Container Restart,Replace Sensor,Critical
PIP0970,Azure Data Factory,1,2026-07-20,Network Timeout,Increase Resources,Low
PIP0971,Azure Data Factory,11,2026-07-25,API Rate Limit,Retry Pipeline,Critical
PIP0972,Azure Data Factory,8,2026-07-27,Disk Full,Replace Node,Critical
PIP0973,Azure Data Factory,0,2026-07-01,Power Outage,Scale Cluster,Critical
PIP0974,Azure Data Factory,2,2026-07-06,API Rate Limit,Replace Node,Medium
PIP0975,Azure Data Factory,7,2026-07-24,Authentication Failure,Restart Service,Medium
PIP0976,Azure Data Factory,6,2026-07-01,Sensor Failure,Restart Service,Critical
PIP0977,Azure Data Factory,0,2026-07-23,Disk Full,Update Configuration,Critical
PIP0978,Azure Data Factory,2,2026-07-03,Authentication Failure,Replace Sensor,Medium
PIP0979,Azure Data Factory,14,2026-07-16,Authentication Failure,Update Configuration,Low
PIP0980,Azure Data Factory,6,2026-07-02,Dependency Failure,Update Configuration,Medium
PIP0981,Azure Data Factory,2,2026-07-20,Network Timeout,Apply Patch,High
PIP0982,Azure Data Factory,11,2026-07-23,Memory Leak,Scale Cluster,Medium
PIP0983,Azure Data Factory,5,2026-07-11,Disk Full,Replace Sensor,High
PIP0984,Azure Data Factory,0,2026-07-16,API Rate Limit,Retry Pipeline,Critical
PIP0985,Azure Data Factory,7,2026-07-26,API Rate Limit,Manual Intervention,Medium
PIP0986,Azure Data Factory,0,2026-07-27,Configuration Drift,Scale Cluster,High
PIP0987,Azure Data Factory,1,2026-07-02,Configuration Drift,Increase Resources,Critical
PIP0988,Azure Data Factory,12,2026-07-02,Pod Crash,Increase Resources,Low
PIP0989,Azure Data Factory,1,2026-07-03,Power Outage,Scale Cluster,Medium
PIP0990,Azure Data Factory,12,2026-07-19,Broker Failure,Increase Resources,Medium
PIP0991,Azure Data Factory,8,2026-07-21,Network Timeout,Restart Service,Medium
PIP0992,Azure Data Factory,0,2026-07-07,Broker Failure,Replace Node,Critical
PIP0993,Azure Data Factory,15,2026-07-05,Configuration Drift,Increase Resources,Medium
PIP0994,Azure Data Factory,0,2026-07-16,Broker Failure,Increase Resources,High
PIP0995,Azure Data Factory,8,2026-07-28,Power Outage,Restart Service,Critical
PIP0996,Azure Data Factory,0,2026-07-26,Authentication Failure,Retry Pipeline,Medium
PIP0997,Azure Data Factory,15,2026-07-13,Pod Crash,Manual Intervention,High
PIP0998,Azure Data Factory,13,2026-07-28,Memory Leak,Scale Cluster,Medium
PIP0999,Azure Data Factory,1,2026-07-15,Disk Full,Replace Sensor,Critical
PIP1000,Azure Data Factory,14,2026-07-12,Network Timeout,Restart Service,Low
JOB0001,SAP ERP,15,2026-07-17,API Rate Limit,Manual Intervention,Critical
JOB0002,SAP ERP,0,2026-07-01,Authentication Failure,Scale Cluster,Low
JOB0003,SAP ERP,5,2026-07-17,Configuration Drift,Manual Intervention,Low
JOB0004,SAP ERP,3,2026-07-23,Database Lock,Retry Pipeline,Critical
JOB0005,SAP ERP,6,2026-07-11,Configuration Drift,Apply Patch,Critical
JOB0006,SAP ERP,6,2026-07-02,Database Lock,Update Configuration,Low
JOB0007,SAP ERP,5,2026-07-13,Power Outage,Restart Service,Low
JOB0008,SAP ERP,14,2026-07-13,Broker Failure,Restart Service,Critical
JOB0009,SAP ERP,2,2026-07-15,Memory Leak,Apply Patch,Low
JOB0010,SAP ERP,15,2026-07-08,Network Timeout,Replace Sensor,Critical
JOB0011,SAP ERP,5,2026-07-14,Database Lock,Manual Intervention,Medium
JOB0012,SAP ERP,4,2026-07-05,Container Restart,Restart Service,Medium
JOB0013,SAP ERP,9,2026-07-18,Firmware Error,Rollback Deployment,Medium
JOB0014,SAP ERP,4,2026-07-02,Power Outage,Rollback Deployment,Medium
JOB0015,SAP ERP,1,2026-07-02,Power Outage,Apply Patch,Medium
JOB0016,SAP ERP,15,2026-07-25,Authentication Failure,Scale Cluster,Low
JOB0017,SAP ERP,2,2026-07-07,Pod Crash,Replace Node,High
JOB0018,SAP ERP,5,2026-07-13,Database Lock,Increase Resources,Critical
JOB0019,SAP ERP,3,2026-07-27,Configuration Drift,Replace Node,Medium
JOB0020,SAP ERP,4,2026-07-09,Database Lock,Increase Resources,Critical
JOB0021,SAP ERP,9,2026-07-18,Memory Leak,Rollback Deployment,Medium
JOB0022,SAP ERP,7,2026-07-22,Power Outage,Restart Service,Low
JOB0023,SAP ERP,1,2026-07-19,API Rate Limit,Replace Node,High
JOB0024,SAP ERP,13,2026-07-17,Disk Full,Manual Intervention,Low
JOB0025,SAP ERP,0,2026-07-09,Memory Leak,Apply Patch,Critical
JOB0026,SAP ERP,0,2026-07-14,Pod Crash,Restart Service,Critical
JOB0027,SAP ERP,13,2026-07-09,Power Outage,Apply Patch,High
JOB0028,SAP ERP,10,2026-07-17,Network Timeout,Rollback Deployment,Medium
JOB0029,SAP ERP,10,2026-07-01,Sensor Failure,Apply Patch,Low
JOB0030,SAP ERP,3,2026-07-25,Memory Leak,Restart Service,Critical
JOB0031,SAP ERP,13,2026-07-04,Dependency Failure,Apply Patch,Critical
JOB0032,SAP ERP,4,2026-07-16,Power Outage,Increase Resources,Low
JOB0033,SAP ERP,13,2026-07-27,API Rate Limit,Replace Sensor,Low
JOB0034,SAP ERP,3,2026-07-03,Broker Failure,Apply Patch,Critical
JOB0035,SAP ERP,13,2026-07-17,Broker Failure,Manual Intervention,Critical
JOB0036,SAP ERP,9,2026-07-19,Dependency Failure,Update Configuration,Critical
JOB0037,SAP ERP,0,2026-07-22,API Rate Limit,Update Configuration,Medium
JOB0038,SAP ERP,6,2026-07-19,Power Outage,Scale Cluster,Medium
JOB0039,SAP ERP,10,2026-07-21,Firmware Error,Update Configuration,High
JOB0040,SAP ERP,8,2026-07-07,Disk Full,Apply Patch,High
JOB0041,SAP ERP,7,2026-07-13,Network Timeout,Apply Patch,High
JOB0042,SAP ERP,7,2026-07-09,CPU Saturation,Increase Resources,Critical
JOB0043,SAP ERP,12,2026-07-25,CPU Saturation,Replace Sensor,High
JOB0044,SAP ERP,6,2026-07-26,Container Restart,Replace Sensor,Medium
JOB0045,SAP ERP,12,2026-07-14,Database Lock,Rollback Deployment,Medium
JOB0046,SAP ERP,11,2026-07-15,Broker Failure,Manual Intervention,Critical
JOB0047,SAP ERP,10,2026-07-07,Power Outage,Rollback Deployment,Medium
JOB0048,SAP ERP,11,2026-07-08,Database Lock,Restart Service,Medium
JOB0049,SAP ERP,13,2026-07-20,Database Lock,Update Configuration,Critical
JOB0050,SAP ERP,15,2026-07-06,Power Outage,Replace Node,Critical
JOB0051,SAP ERP,0,2026-07-23,Dependency Failure,Retry Pipeline,High
JOB0052,SAP ERP,2,2026-07-15,Authentication Failure,Manual Intervention,Medium
JOB0053,SAP ERP,8,2026-07-01,Sensor Failure,Apply Patch,Critical
JOB0054,SAP ERP,15,2026-07-11,Network Timeout,Apply Patch,High
JOB0055,SAP ERP,8,2026-07-17,Sensor Failure,Replace Node,High
JOB0056,SAP ERP,5,2026-07-15,Memory Leak,Increase Resources,High
JOB0057,SAP ERP,5,2026-07-20,Network Timeout,Scale Cluster,High
JOB0058,SAP ERP,14,2026-07-22,Sensor Failure,Replace Sensor,Low
JOB0059,SAP ERP,2,2026-07-04,Configuration Drift,Retry Pipeline,Medium
JOB0060,SAP ERP,11,2026-07-21,Firmware Error,Retry Pipeline,Low
JOB0061,SAP ERP,5,2026-07-22,Pod Crash,Scale Cluster,High
JOB0062,SAP ERP,15,2026-07-24,Dependency Failure,Manual Intervention,High
JOB0063,SAP ERP,9,2026-07-08,Firmware Error,Update Configuration,Low
JOB0064,SAP ERP,11,2026-07-20,Container Restart,Update Configuration,Low
JOB0065,SAP ERP,6,2026-07-25,Database Lock,Replace Sensor,High
JOB0066,SAP ERP,13,2026-07-21,Authentication Failure,Replace Node,Medium
JOB0067,SAP ERP,2,2026-07-25,Container Restart,Replace Node,Medium
JOB0068,SAP ERP,3,2026-07-11,API Rate Limit,Restart Service,High
JOB0069,SAP ERP,3,2026-07-10,Configuration Drift,Restart Service,Low
JOB0070,SAP ERP,12,2026-07-27,Pod Crash,Replace Sensor,High
JOB0071,SAP ERP,10,2026-07-03,CPU Saturation,Apply Patch,High
JOB0072,SAP ERP,7,2026-07-24,Firmware Error,Update Configuration,Medium
JOB0073,SAP ERP,15,2026-07-12,Configuration Drift,Manual Intervention,Low
JOB0074,SAP ERP,5,2026-07-19,Dependency Failure,Increase Resources,High
JOB0075,SAP ERP,3,2026-07-03,Pod Crash,Scale Cluster,Medium
JOB0076,SAP ERP,4,2026-07-26,Authentication Failure,Scale Cluster,Medium
JOB0077,SAP ERP,1,2026-07-05,Network Timeout,Increase Resources,Critical
JOB0078,SAP ERP,0,2026-07-04,Database Lock,Manual Intervention,Medium
JOB0079,SAP ERP,14,2026-07-19,Pod Crash,Apply Patch,Critical
JOB0080,SAP ERP,4,2026-07-11,Dependency Failure,Replace Node,Critical
JOB0081,SAP ERP,14,2026-07-20,Authentication Failure,Apply Patch,Critical
JOB0082,SAP ERP,4,2026-07-20,Pod Crash,Replace Sensor,Low
JOB0083,SAP ERP,9,2026-07-11,Authentication Failure,Replace Node,Critical
JOB0084,SAP ERP,1,2026-07-28,Memory Leak,Retry Pipeline,Low
JOB0085,SAP ERP,5,2026-07-01,Sensor Failure,Update Configuration,Critical
JOB0086,SAP ERP,4,2026-07-18,CPU Saturation,Retry Pipeline,Medium
JOB0087,SAP ERP,5,2026-07-03,Sensor Failure,Increase Resources,Low
JOB0088,SAP ERP,12,2026-07-16,API Rate Limit,Restart Service,High
JOB0089,SAP ERP,3,2026-07-26,Network Timeout,Manual Intervention,Medium
JOB0090,SAP ERP,3,2026-07-17,Firmware Error,Update Configuration,High
JOB0091,SAP ERP,11,2026-07-21,CPU Saturation,Replace Node,Critical
JOB0092,SAP ERP,5,2026-07-23,Memory Leak,Update Configuration,High
JOB0093,SAP ERP,10,2026-07-09,Authentication Failure,Rollback Deployment,High
JOB0094,SAP ERP,14,2026-07-17,Authentication Failure,Apply Patch,Medium
JOB0095,SAP ERP,3,2026-07-18,Memory Leak,Retry Pipeline,High
JOB0096,SAP ERP,10,2026-07-20,Sensor Failure,Increase Resources,Critical
JOB0097,SAP ERP,14,2026-07-01,Dependency Failure,Replace Sensor,Medium
JOB0098,SAP ERP,12,2026-07-28,Database Lock,Retry Pipeline,Low
JOB0099,SAP ERP,2,2026-07-19,Power Outage,Scale Cluster,Low
JOB0100,SAP ERP,5,2026-07-16,Firmware Error,Scale Cluster,Critical
JOB0101,SAP ERP,15,2026-07-01,Power Outage,Rollback Deployment,Critical
JOB0102,SAP ERP,11,2026-07-12,Container Restart,Replace Node,Critical
JOB0103,SAP ERP,10,2026-07-09,Sensor Failure,Update Configuration,High
JOB0104,SAP ERP,0,2026-07-15,Database Lock,Apply Patch,High
JOB0105,SAP ERP,11,2026-07-15,Sensor Failure,Restart Service,Critical
JOB0106,SAP ERP,8,2026-07-05,Sensor Failure,Replace Sensor,High
JOB0107,SAP ERP,12,2026-07-10,Authentication Failure,Apply Patch,High
JOB0108,SAP ERP,10,2026-07-12,Database Lock,Apply Patch,High
JOB0109,SAP ERP,5,2026-07-02,Pod Crash,Manual Intervention,Medium
JOB0110,SAP ERP,6,2026-07-16,Broker Failure,Scale Cluster,Critical
JOB0111,SAP ERP,9,2026-07-22,Pod Crash,Rollback Deployment,High
JOB0112,SAP ERP,11,2026-07-09,Database Lock,Rollback Deployment,Low
JOB0113,SAP ERP,4,2026-07-08,API Rate Limit,Rollback Deployment,High
JOB0114,SAP ERP,1,2026-07-20,Configuration Drift,Scale Cluster,Medium
JOB0115,SAP ERP,14,2026-07-15,Configuration Drift,Restart Service,Critical
JOB0116,SAP ERP,0,2026-07-15,Firmware Error,Apply Patch,High
JOB0117,SAP ERP,4,2026-07-10,Container Restart,Manual Intervention,Medium
JOB0118,SAP ERP,11,2026-07-22,Authentication Failure,Retry Pipeline,Low
JOB0119,SAP ERP,2,2026-07-24,Power Outage,Update Configuration,Critical
JOB0120,SAP ERP,10,2026-07-26,Container Restart,Increase Resources,Low
JOB0121,SAP ERP,1,2026-07-07,Broker Failure,Increase Resources,High
JOB0122,SAP ERP,15,2026-07-24,CPU Saturation,Retry Pipeline,Medium
JOB0123,SAP ERP,10,2026-07-27,Configuration Drift,Restart Service,Medium
JOB0124,SAP ERP,14,2026-07-27,API Rate Limit,Retry Pipeline,Low
JOB0125,SAP ERP,2,2026-07-21,Container Restart,Scale Cluster,Low
JOB0126,SAP ERP,13,2026-07-16,Disk Full,Restart Service,Critical
JOB0127,SAP ERP,4,2026-07-28,CPU Saturation,Rollback Deployment,Low
JOB0128,SAP ERP,1,2026-07-13,Disk Full,Update Configuration,Critical
JOB0129,SAP ERP,6,2026-07-05,Sensor Failure,Restart Service,Medium
JOB0130,SAP ERP,5,2026-07-07,Memory Leak,Apply Patch,Critical
JOB0131,SAP ERP,2,2026-07-24,Power Outage,Update Configuration,Critical
JOB0132,SAP ERP,6,2026-07-02,Power Outage,Scale Cluster,Medium
JOB0133,SAP ERP,10,2026-07-10,API Rate Limit,Update Configuration,Critical
JOB0134,SAP ERP,15,2026-07-17,CPU Saturation,Retry Pipeline,Low
JOB0135,SAP ERP,2,2026-07-08,Database Lock,Update Configuration,High
JOB0136,SAP ERP,15,2026-07-09,Configuration Drift,Rollback Deployment,Critical
JOB0137,SAP ERP,11,2026-07-14,Power Outage,Retry Pipeline,Critical
JOB0138,SAP ERP,6,2026-07-21,Dependency Failure,Increase Resources,Medium
JOB0139,SAP ERP,8,2026-07-03,Authentication Failure,Manual Intervention,High
JOB0140,SAP ERP,9,2026-07-14,Container Restart,Update Configuration,Critical
JOB0141,SAP ERP,4,2026-07-10,Firmware Error,Apply Patch,Medium
JOB0142,SAP ERP,3,2026-07-21,Network Timeout,Retry Pipeline,Critical
JOB0143,SAP ERP,11,2026-07-02,Broker Failure,Replace Node,Critical
JOB0144,SAP ERP,8,2026-07-25,Disk Full,Rollback Deployment,Low
JOB0145,SAP ERP,9,2026-07-24,Pod Crash,Replace Sensor,Critical
JOB0146,SAP ERP,2,2026-07-02,Configuration Drift,Manual Intervention,Low
JOB0147,SAP ERP,4,2026-07-22,CPU Saturation,Manual Intervention,Low
JOB0148,SAP ERP,0,2026-07-10,Configuration Drift,Apply Patch,Critical
JOB0149,SAP ERP,4,2026-07-27,Firmware Error,Replace Node,Medium
JOB0150,SAP ERP,13,2026-07-14,Disk Full,Increase Resources,Low
JOB0151,SAP ERP,11,2026-07-06,Database Lock,Replace Node,Low
JOB0152,SAP ERP,5,2026-07-14,Sensor Failure,Retry Pipeline,High
JOB0153,SAP ERP,8,2026-07-03,Pod Crash,Apply Patch,Medium
JOB0154,SAP ERP,0,2026-07-06,Database Lock,Apply Patch,Low
JOB0155,SAP ERP,5,2026-07-21,Pod Crash,Increase Resources,Medium
JOB0156,SAP ERP,1,2026-07-18,Sensor Failure,Apply Patch,Critical
JOB0157,SAP ERP,7,2026-07-05,Memory Leak,Increase Resources,Low
JOB0158,SAP ERP,0,2026-07-26,Broker Failure,Increase Resources,Low
JOB0159,SAP ERP,14,2026-07-05,CPU Saturation,Rollback Deployment,High
JOB0160,SAP ERP,0,2026-07-14,Container Restart,Scale Cluster,Critical
JOB0161,SAP ERP,2,2026-07-11,Authentication Failure,Rollback Deployment,Low
JOB0162,SAP ERP,5,2026-07-21,Power Outage,Update Configuration,Medium
JOB0163,SAP ERP,10,2026-07-26,CPU Saturation,Restart Service,High
JOB0164,SAP ERP,11,2026-07-27,Memory Leak,Update Configuration,Low
JOB0165,SAP ERP,13,2026-07-08,Memory Leak,Manual Intervention,Critical
JOB0166,SAP ERP,6,2026-07-05,Container Restart,Manual Intervention,High
JOB0167,SAP ERP,11,2026-07-20,Authentication Failure,Replace Sensor,High
JOB0168,SAP ERP,2,2026-07-08,Memory Leak,Restart Service,Critical
JOB0169,SAP ERP,9,2026-07-25,Power Outage,Retry Pipeline,Medium
JOB0170,SAP ERP,13,2026-07-11,API Rate Limit,Apply Patch,Critical
JOB0171,SAP ERP,11,2026-07-01,Authentication Failure,Replace Sensor,Low
