entity_id,source_system,depends_on,downstream,dependency_type
PIP0444,Azure Data Factory,BRO0764,PIP0444,Consumes Data
PIP0445,Azure Data Factory,POD0215,PIP0445,Writes To
PIP0446,Azure Data Factory,DAG0146,PIP0446,Writes To
PIP0447,Azure Data Factory,DAG0108,PIP0447,Processes
PIP0448,Azure Data Factory,POD0006,PIP0448,Publishes Event
PIP0449,Azure Data Factory,POD0736,PIP0449,Triggers Pipeline
PIP0450,Azure Data Factory,BRO0767,PIP0450,Processes
PIP0451,Azure Data Factory,BRO0108,PIP0451,Writes To
PIP0452,Azure Data Factory,DAG0881,PIP0452,Publishes Event
PIP0453,Azure Data Factory,POD0161,PIP0453,Triggers Pipeline
PIP0454,Azure Data Factory,BRO0785,PIP0454,Monitors
PIP0455,Azure Data Factory,POD0868,PIP0455,Monitors
PIP0456,Azure Data Factory,BRO0612,PIP0456,Consumes Data
PIP0457,Azure Data Factory,BRO0758,PIP0457,Depends On
PIP0458,Azure Data Factory,DAG0649,PIP0458,Processes
PIP0459,Azure Data Factory,DAG0876,PIP0459,Consumes Data
PIP0460,Azure Data Factory,POD0875,PIP0460,Writes To
PIP0461,Azure Data Factory,BRO0273,PIP0461,Triggers Pipeline
PIP0462,Azure Data Factory,POD0020,PIP0462,Triggers Pipeline
PIP0463,Azure Data Factory,DAG0424,PIP0463,Writes To
PIP0464,Azure Data Factory,BRO0094,PIP0464,Writes To
PIP0465,Azure Data Factory,DAG0414,PIP0465,Writes To
PIP0466,Azure Data Factory,DAG0489,PIP0466,Triggers Pipeline
PIP0467,Azure Data Factory,DAG0282,PIP0467,Publishes Event
PIP0468,Azure Data Factory,DAG0265,PIP0468,Consumes Data
PIP0469,Azure Data Factory,BRO0560,PIP0469,Consumes Data
PIP0470,Azure Data Factory,POD0288,PIP0470,Monitors
PIP0471,Azure Data Factory,BRO0420,PIP0471,Processes
PIP0472,Azure Data Factory,DAG0730,PIP0472,Reads From
PIP0473,Azure Data Factory,POD0519,PIP0473,Monitors
PIP0474,Azure Data Factory,PIP0472,PIP0474,Publishes Event
PIP0475,Azure Data Factory,BRO0597,PIP0475,Monitors
PIP0476,Azure Data Factory,POD0722,PIP0476,Monitors
PIP0477,Azure Data Factory,BRO0439,PIP0477,Publishes Event
PIP0478,Azure Data Factory,POD0673,PIP0478,Reads From
PIP0479,Azure Data Factory,POD0386,PIP0479,Reads From
PIP0480,Azure Data Factory,DAG0250,PIP0480,Monitors
PIP0481,Azure Data Factory,POD0793,PIP0481,Triggers Pipeline
PIP0482,Azure Data Factory,DAG0542,PIP0482,Publishes Event
PIP0483,Azure Data Factory,PIP0154,PIP0483,Monitors
PIP0484,Azure Data Factory,DAG0560,PIP0484,Depends On
PIP0485,Azure Data Factory,BRO0003,PIP0485,Triggers Pipeline
PIP0486,Azure Data Factory,POD0748,PIP0486,Publishes Event
PIP0487,Azure Data Factory,POD0853,PIP0487,Consumes Data
PIP0488,Azure Data Factory,DAG0255,PIP0488,Consumes Data
PIP0489,Azure Data Factory,DAG0909,PIP0489,Reads From
PIP0490,Azure Data Factory,DAG0259,PIP0490,Monitors
PIP0491,Azure Data Factory,POD0342,PIP0491,Publishes Event
PIP0492,Azure Data Factory,DAG0224,PIP0492,Reads From
PIP0493,Azure Data Factory,DAG0895,PIP0493,Publishes Event
PIP0494,Azure Data Factory,BRO0048,PIP0494,Writes To
PIP0495,Azure Data Factory,PIP0157,PIP0495,Reads From
PIP0496,Azure Data Factory,DAG0211,PIP0496,Processes
PIP0497,Azure Data Factory,POD0466,PIP0497,Monitors
PIP0498,Azure Data Factory,DAG0597,PIP0498,Processes
PIP0499,Azure Data Factory,BRO0964,PIP0499,Monitors
PIP0500,Azure Data Factory,POD0804,PIP0500,Monitors
PIP0501,Azure Data Factory,BRO0781,PIP0501,Triggers Pipeline
PIP0502,Azure Data Factory,POD0112,PIP0502,Consumes Data
PIP0503,Azure Data Factory,POD0566,PIP0503,Triggers Pipeline
PIP0504,Azure Data Factory,POD0124,PIP0504,Processes
PIP0505,Azure Data Factory,BRO0112,PIP0505,Reads From
PIP0506,Azure Data Factory,POD0926,PIP0506,Processes
PIP0507,Azure Data Factory,PIP0031,PIP0507,Reads From
PIP0508,Azure Data Factory,DAG0903,PIP0508,Publishes Event
PIP0509,Azure Data Factory,DAG0451,PIP0509,Monitors
PIP0510,Azure Data Factory,BRO0341,PIP0510,Depends On
PIP0511,Azure Data Factory,DAG0222,PIP0511,Processes
PIP0512,Azure Data Factory,PIP0460,PIP0512,Triggers Pipeline
PIP0513,Azure Data Factory,POD0978,PIP0513,Publishes Event
PIP0514,Azure Data Factory,BRO0006,PIP0514,Triggers Pipeline
PIP0515,Azure Data Factory,BRO0947,PIP0515,Monitors
PIP0516,Azure Data Factory,DAG0768,PIP0516,Publishes Event
PIP0517,Azure Data Factory,BRO0039,PIP0517,Depends On
PIP0518,Azure Data Factory,PIP0084,PIP0518,Reads From
PIP0519,Azure Data Factory,DAG0495,PIP0519,Depends On
PIP0520,Azure Data Factory,POD0880,PIP0520,Triggers Pipeline
PIP0521,Azure Data Factory,BRO0798,PIP0521,Consumes Data
PIP0522,Azure Data Factory,POD0012,PIP0522,Processes
PIP0523,Azure Data Factory,POD0184,PIP0523,Monitors
PIP0524,Azure Data Factory,DAG0288,PIP0524,Processes
PIP0525,Azure Data Factory,PIP0143,PIP0525,Processes
PIP0526,Azure Data Factory,DAG0938,PIP0526,Publishes Event
PIP0527,Azure Data Factory,POD0727,PIP0527,Triggers Pipeline
PIP0528,Azure Data Factory,DAG0904,PIP0528,Depends On
PIP0529,Azure Data Factory,POD0522,PIP0529,Publishes Event
PIP0530,Azure Data Factory,BRO0928,PIP0530,Writes To
PIP0531,Azure Data Factory,DAG0455,PIP0531,Triggers Pipeline
PIP0532,Azure Data Factory,POD0175,PIP0532,Processes
PIP0533,Azure Data Factory,DAG0398,PIP0533,Processes
PIP0534,Azure Data Factory,POD0848,PIP0534,Publishes Event
PIP0535,Azure Data Factory,DAG0898,PIP0535,Triggers Pipeline
PIP0536,Azure Data Factory,POD0784,PIP0536,Processes
PIP0537,Azure Data Factory,BRO0434,PIP0537,Depends On
PIP0538,Azure Data Factory,BRO0111,PIP0538,Publishes Event
PIP0539,Azure Data Factory,DAG0999,PIP0539,Consumes Data
PIP0540,Azure Data Factory,POD0997,PIP0540,Triggers Pipeline
PIP0541,Azure Data Factory,POD0525,PIP0541,Publishes Event
PIP0542,Azure Data Factory,POD0859,PIP0542,Reads From
PIP0543,Azure Data Factory,BRO0930,PIP0543,Reads From
PIP0544,Azure Data Factory,DAG0540,PIP0544,Depends On
PIP0545,Azure Data Factory,DAG0458,PIP0545,Processes
PIP0546,Azure Data Factory,BRO0287,PIP0546,Processes
PIP0547,Azure Data Factory,POD0394,PIP0547,Processes
PIP0548,Azure Data Factory,DAG0736,PIP0548,Consumes Data
PIP0549,Azure Data Factory,POD0138,PIP0549,Writes To
PIP0550,Azure Data Factory,BRO0324,PIP0550,Triggers Pipeline
PIP0551,Azure Data Factory,POD0129,PIP0551,Reads From
PIP0552,Azure Data Factory,POD0336,PIP0552,Writes To
PIP0553,Azure Data Factory,POD0592,PIP0553,Publishes Event
PIP0554,Azure Data Factory,POD0749,PIP0554,Writes To
PIP0555,Azure Data Factory,POD0130,PIP0555,Writes To
PIP0556,Azure Data Factory,PIP0132,PIP0556,Monitors
PIP0557,Azure Data Factory,BRO0333,PIP0557,Processes
PIP0558,Azure Data Factory,POD0340,PIP0558,Processes
PIP0559,Azure Data Factory,PIP0259,PIP0559,Consumes Data
PIP0560,Azure Data Factory,BRO0942,PIP0560,Processes
PIP0561,Azure Data Factory,PIP0332,PIP0561,Writes To
PIP0562,Azure Data Factory,POD0349,PIP0562,Publishes Event
PIP0563,Azure Data Factory,PIP0466,PIP0563,Monitors
PIP0564,Azure Data Factory,POD0384,PIP0564,Consumes Data
PIP0565,Azure Data Factory,BRO0113,PIP0565,Consumes Data
PIP0566,Azure Data Factory,POD0509,PIP0566,Triggers Pipeline
PIP0567,Azure Data Factory,DAG0501,PIP0567,Depends On
PIP0568,Azure Data Factory,POD0985,PIP0568,Writes To
PIP0569,Azure Data Factory,DAG0045,PIP0569,Publishes Event
PIP0570,Azure Data Factory,DAG0096,PIP0570,Processes
PIP0571,Azure Data Factory,DAG0053,PIP0571,Processes
PIP0572,Azure Data Factory,DAG0950,PIP0572,Monitors
PIP0573,Azure Data Factory,BRO0035,PIP0573,Depends On
PIP0574,Azure Data Factory,BRO0660,PIP0574,Triggers Pipeline
PIP0575,Azure Data Factory,PIP0466,PIP0575,Publishes Event
PIP0576,Azure Data Factory,POD0023,PIP0576,Processes
PIP0577,Azure Data Factory,DAG0014,PIP0577,Publishes Event
PIP0578,Azure Data Factory,DAG0826,PIP0578,Reads From
PIP0579,Azure Data Factory,DAG0966,PIP0579,Monitors
PIP0580,Azure Data Factory,DAG0633,PIP0580,Consumes Data
PIP0581,Azure Data Factory,POD0302,PIP0581,Processes
PIP0582,Azure Data Factory,POD0280,PIP0582,Consumes Data
PIP0583,Azure Data Factory,BRO0797,PIP0583,Writes To
PIP0584,Azure Data Factory,DAG0777,PIP0584,Depends On
PIP0585,Azure Data Factory,BRO0690,PIP0585,Processes
PIP0586,Azure Data Factory,PIP0499,PIP0586,Reads From
PIP0587,Azure Data Factory,DAG0507,PIP0587,Consumes Data
PIP0588,Azure Data Factory,BRO0001,PIP0588,Triggers Pipeline
PIP0589,Azure Data Factory,POD0533,PIP0589,Consumes Data
PIP0590,Azure Data Factory,PIP0077,PIP0590,Processes
PIP0591,Azure Data Factory,POD0705,PIP0591,Processes
PIP0592,Azure Data Factory,BRO0056,PIP0592,Triggers Pipeline
PIP0593,Azure Data Factory,DAG0759,PIP0593,Reads From
PIP0594,Azure Data Factory,POD0243,PIP0594,Publishes Event
PIP0595,Azure Data Factory,POD0915,PIP0595,Publishes Event
PIP0596,Azure Data Factory,DAG0908,PIP0596,Depends On
PIP0597,Azure Data Factory,POD0461,PIP0597,Consumes Data
PIP0598,Azure Data Factory,POD0756,PIP0598,Processes
PIP0599,Azure Data Factory,BRO0596,PIP0599,Processes
PIP0600,Azure Data Factory,POD0952,PIP0600,Processes
PIP0601,Azure Data Factory,DAG0723,PIP0601,Consumes Data
PIP0602,Azure Data Factory,DAG0014,PIP0602,Consumes Data
PIP0603,Azure Data Factory,PIP0452,PIP0603,Processes
PIP0604,Azure Data Factory,DAG0368,PIP0604,Writes To
PIP0605,Azure Data Factory,DAG0431,PIP0605,Processes
PIP0606,Azure Data Factory,POD0676,PIP0606,Triggers Pipeline
PIP0607,Azure Data Factory,BRO0570,PIP0607,Publishes Event
PIP0608,Azure Data Factory,POD0172,PIP0608,Writes To
PIP0609,Azure Data Factory,POD0637,PIP0609,Writes To
PIP0610,Azure Data Factory,BRO0236,PIP0610,Publishes Event
PIP0611,Azure Data Factory,DAG0137,PIP0611,Consumes Data
PIP0612,Azure Data Factory,PIP0308,PIP0612,Writes To
PIP0613,Azure Data Factory,DAG0916,PIP0613,Writes To
PIP0614,Azure Data Factory,POD0127,PIP0614,Consumes Data
PIP0615,Azure Data Factory,DAG0890,PIP0615,Monitors
PIP0616,Azure Data Factory,BRO0281,PIP0616,Publishes Event
PIP0617,Azure Data Factory,POD0031,PIP0617,Publishes Event
PIP0618,Azure Data Factory,BRO0033,PIP0618,Consumes Data
PIP0619,Azure Data Factory,BRO0143,PIP0619,Depends On
PIP0620,Azure Data Factory,BRO0452,PIP0620,Depends On
PIP0621,Azure Data Factory,POD0653,PIP0621,Reads From
PIP0622,Azure Data Factory,DAG0503,PIP0622,Consumes Data
PIP0623,Azure Data Factory,BRO0143,PIP0623,Reads From
PIP0624,Azure Data Factory,DAG0656,PIP0624,Writes To
PIP0625,Azure Data Factory,DAG0195,PIP0625,Depends On
PIP0626,Azure Data Factory,POD0611,PIP0626,Processes
PIP0627,Azure Data Factory,BRO0463,PIP0627,Writes To
PIP0628,Azure Data Factory,POD0751,PIP0628,Writes To
PIP0629,Azure Data Factory,POD0182,PIP0629,Writes To
PIP0630,Azure Data Factory,PIP0047,PIP0630,Consumes Data
PIP0631,Azure Data Factory,POD0990,PIP0631,Publishes Event
PIP0632,Azure Data Factory,POD0585,PIP0632,Triggers Pipeline
PIP0633,Azure Data Factory,BRO0679,PIP0633,Depends On
PIP0634,Azure Data Factory,DAG0927,PIP0634,Monitors
PIP0635,Azure Data Factory,DAG0533,PIP0635,Triggers Pipeline
PIP0636,Azure Data Factory,POD0974,PIP0636,Monitors
PIP0637,Azure Data Factory,BRO0121,PIP0637,Consumes Data
PIP0638,Azure Data Factory,PIP0302,PIP0638,Writes To
PIP0639,Azure Data Factory,BRO0377,PIP0639,Triggers Pipeline
PIP0640,Azure Data Factory,DAG0514,PIP0640,Monitors
PIP0641,Azure Data Factory,POD0692,PIP0641,Writes To
PIP0642,Azure Data Factory,POD0779,PIP0642,Processes
PIP0643,Azure Data Factory,POD0125,PIP0643,Consumes Data
PIP0644,Azure Data Factory,POD0555,PIP0644,Monitors
PIP0645,Azure Data Factory,BRO0405,PIP0645,Reads From
PIP0646,Azure Data Factory,PIP0037,PIP0646,Triggers Pipeline
PIP0647,Azure Data Factory,POD0035,PIP0647,Depends On
PIP0648,Azure Data Factory,POD0508,PIP0648,Depends On
PIP0649,Azure Data Factory,DAG0203,PIP0649,Reads From
PIP0650,Azure Data Factory,POD0604,PIP0650,Processes
PIP0651,Azure Data Factory,POD0775,PIP0651,Monitors
PIP0652,Azure Data Factory,BRO0327,PIP0652,Depends On
PIP0653,Azure Data Factory,POD0212,PIP0653,Consumes Data
PIP0654,Azure Data Factory,PIP0322,PIP0654,Monitors
PIP0655,Azure Data Factory,BRO0354,PIP0655,Processes
PIP0656,Azure Data Factory,POD0415,PIP0656,Writes To
PIP0657,Azure Data Factory,DAG0578,PIP0657,Depends On
PIP0658,Azure Data Factory,POD0681,PIP0658,Reads From
PIP0659,Azure Data Factory,BRO0437,PIP0659,Processes
PIP0660,Azure Data Factory,BRO0727,PIP0660,Consumes Data
PIP0661,Azure Data Factory,BRO0690,PIP0661,Triggers Pipeline
PIP0662,Azure Data Factory,DAG0107,PIP0662,Triggers Pipeline
PIP0663,Azure Data Factory,BRO0442,PIP0663,Monitors
PIP0664,Azure Data Factory,PIP0215,PIP0664,Writes To
PIP0665,Azure Data Factory,POD0545,PIP0665,Depends On
PIP0666,Azure Data Factory,BRO0334,PIP0666,Depends On
PIP0667,Azure Data Factory,POD0523,PIP0667,Monitors
PIP0668,Azure Data Factory,DAG0949,PIP0668,Publishes Event
PIP0669,Azure Data Factory,POD0508,PIP0669,Depends On
PIP0670,Azure Data Factory,DAG0750,PIP0670,Depends On
PIP0671,Azure Data Factory,DAG0772,PIP0671,Triggers Pipeline
PIP0672,Azure Data Factory,POD0357,PIP0672,Consumes Data
PIP0673,Azure Data Factory,POD0726,PIP0673,Processes
PIP0674,Azure Data Factory,PIP0590,PIP0674,Writes To
PIP0675,Azure Data Factory,BRO0580,PIP0675,Consumes Data
PIP0676,Azure Data Factory,POD0307,PIP0676,Consumes Data
PIP0677,Azure Data Factory,PIP0138,PIP0677,Publishes Event
PIP0678,Azure Data Factory,BRO0688,PIP0678,Depends On
PIP0679,Azure Data Factory,POD0172,PIP0679,Processes
PIP0680,Azure Data Factory,BRO0708,PIP0680,Publishes Event
PIP0681,Azure Data Factory,DAG0744,PIP0681,Writes To
PIP0682,Azure Data Factory,PIP0015,PIP0682,Publishes Event
PIP0683,Azure Data Factory,POD0840,PIP0683,Publishes Event
PIP0684,Azure Data Factory,POD0651,PIP0684,Publishes Event
PIP0685,Azure Data Factory,PIP0125,PIP0685,Publishes Event
PIP0686,Azure Data Factory,DAG0067,PIP0686,Triggers Pipeline
PIP0687,Azure Data Factory,BRO0670,PIP0687,Reads From
PIP0688,Azure Data Factory,POD0477,PIP0688,Triggers Pipeline
PIP0689,Azure Data Factory,BRO0790,PIP0689,Writes To
PIP0690,Azure Data Factory,BRO0658,PIP0690,Publishes Event
PIP0691,Azure Data Factory,BRO0192,PIP0691,Consumes Data
PIP0692,Azure Data Factory,BRO0217,PIP0692,Writes To
PIP0693,Azure Data Factory,BRO0962,PIP0693,Consumes Data
PIP0694,Azure Data Factory,POD0108,PIP0694,Monitors
PIP0695,Azure Data Factory,DAG0480,PIP0695,Monitors
PIP0696,Azure Data Factory,DAG0058,PIP0696,Monitors
PIP0697,Azure Data Factory,POD0508,PIP0697,Triggers Pipeline
PIP0698,Azure Data Factory,DAG0504,PIP0698,Reads From
PIP0699,Azure Data Factory,BRO0642,PIP0699,Processes
PIP0700,Azure Data Factory,DAG0362,PIP0700,Depends On
PIP0701,Azure Data Factory,BRO0129,PIP0701,Publishes Event
PIP0702,Azure Data Factory,DAG0613,PIP0702,Writes To
PIP0703,Azure Data Factory,POD0896,PIP0703,Writes To
PIP0704,Azure Data Factory,DAG0584,PIP0704,Reads From
PIP0705,Azure Data Factory,PIP0477,PIP0705,Processes
PIP0706,Azure Data Factory,POD0434,PIP0706,Reads From
PIP0707,Azure Data Factory,DAG0892,PIP0707,Depends On
PIP0708,Azure Data Factory,PIP0681,PIP0708,Consumes Data
PIP0709,Azure Data Factory,BRO0186,PIP0709,Consumes Data
PIP0710,Azure Data Factory,BRO0855,PIP0710,Reads From
PIP0711,Azure Data Factory,PIP0360,PIP0711,Monitors
PIP0712,Azure Data Factory,POD0310,PIP0712,Reads From
PIP0713,Azure Data Factory,BRO0910,PIP0713,Consumes Data
PIP0714,Azure Data Factory,BRO0675,PIP0714,Consumes Data
PIP0715,Azure Data Factory,DAG0290,PIP0715,Publishes Event
PIP0716,Azure Data Factory,POD0001,PIP0716,Consumes Data
PIP0717,Azure Data Factory,PIP0511,PIP0717,Publishes Event
PIP0718,Azure Data Factory,BRO0840,PIP0718,Triggers Pipeline
PIP0719,Azure Data Factory,BRO0380,PIP0719,Triggers Pipeline
PIP0720,Azure Data Factory,DAG0710,PIP0720,Consumes Data
PIP0721,Azure Data Factory,DAG0068,PIP0721,Processes
PIP0722,Azure Data Factory,PIP0108,PIP0722,Processes
PIP0723,Azure Data Factory,PIP0274,PIP0723,Monitors
PIP0724,Azure Data Factory,PIP0577,PIP0724,Consumes Data
PIP0725,Azure Data Factory,BRO0846,PIP0725,Monitors
PIP0726,Azure Data Factory,POD0037,PIP0726,Writes To
PIP0727,Azure Data Factory,PIP0108,PIP0727,Writes To
PIP0728,Azure Data Factory,DAG0999,PIP0728,Depends On
PIP0729,Azure Data Factory,DAG0826,PIP0729,Publishes Event
PIP0730,Azure Data Factory,DAG0774,PIP0730,Consumes Data
PIP0731,Azure Data Factory,DAG0642,PIP0731,Triggers Pipeline
PIP0732,Azure Data Factory,BRO0871,PIP0732,Depends On
PIP0733,Azure Data Factory,BRO0843,PIP0733,Writes To
PIP0734,Azure Data Factory,BRO0833,PIP0734,Reads From
PIP0735,Azure Data Factory,BRO0458,PIP0735,Monitors
PIP0736,Azure Data Factory,PIP0158,PIP0736,Reads From
PIP0737,Azure Data Factory,BRO0422,PIP0737,Publishes Event
PIP0738,Azure Data Factory,PIP0638,PIP0738,Consumes Data
PIP0739,Azure Data Factory,BRO0962,PIP0739,Depends On
PIP0740,Azure Data Factory,POD0875,PIP0740,Writes To
PIP0741,Azure Data Factory,POD0229,PIP0741,Processes
PIP0742,Azure Data Factory,DAG0511,PIP0742,Monitors
PIP0743,Azure Data Factory,BRO0660,PIP0743,Writes To
PIP0744,Azure Data Factory,BRO0296,PIP0744,Publishes Event
PIP0745,Azure Data Factory,BRO0556,PIP0745,Publishes Event
PIP0746,Azure Data Factory,BRO0779,PIP0746,Reads From
PIP0747,Azure Data Factory,POD0188,PIP0747,Monitors
PIP0748,Azure Data Factory,PIP0146,PIP0748,Monitors
PIP0749,Azure Data Factory,POD0514,PIP0749,Processes
PIP0750,Azure Data Factory,POD0728,PIP0750,Writes To
PIP0751,Azure Data Factory,POD0647,PIP0751,Depends On
PIP0752,Azure Data Factory,DAG0379,PIP0752,Processes
PIP0753,Azure Data Factory,POD0038,PIP0753,Processes
PIP0754,Azure Data Factory,BRO0844,PIP0754,Depends On
PIP0755,Azure Data Factory,BRO0033,PIP0755,Depends On
PIP0756,Azure Data Factory,DAG0415,PIP0756,Processes
PIP0757,Azure Data Factory,POD0624,PIP0757,Reads From
PIP0758,Azure Data Factory,DAG0047,PIP0758,Writes To
PIP0759,Azure Data Factory,PIP0232,PIP0759,Monitors
PIP0760,Azure Data Factory,DAG0514,PIP0760,Triggers Pipeline
PIP0761,Azure Data Factory,DAG0523,PIP0761,Reads From
PIP0762,Azure Data Factory,BRO0568,PIP0762,Publishes Event
PIP0763,Azure Data Factory,DAG0622,PIP0763,Triggers Pipeline
PIP0764,Azure Data Factory,BRO0438,PIP0764,Writes To
PIP0765,Azure Data Factory,PIP0625,PIP0765,Processes
PIP0766,Azure Data Factory,DAG0998,PIP0766,Triggers Pipeline
PIP0767,Azure Data Factory,POD0598,PIP0767,Monitors
PIP0768,Azure Data Factory,PIP0666,PIP0768,Consumes Data
PIP0769,Azure Data Factory,PIP0356,PIP0769,Publishes Event
PIP0770,Azure Data Factory,BRO0410,PIP0770,Triggers Pipeline
PIP0771,Azure Data Factory,BRO0452,PIP0771,Publishes Event
PIP0772,Azure Data Factory,BRO0784,PIP0772,Reads From
PIP0773,Azure Data Factory,POD0167,PIP0773,Publishes Event
PIP0774,Azure Data Factory,DAG0182,PIP0774,Writes To
PIP0775,Azure Data Factory,DAG0934,PIP0775,Processes
PIP0776,Azure Data Factory,POD0493,PIP0776,Publishes Event
PIP0777,Azure Data Factory,POD0480,PIP0777,Depends On
PIP0778,Azure Data Factory,PIP0665,PIP0778,Triggers Pipeline
PIP0779,Azure Data Factory,BRO0723,PIP0779,Depends On
PIP0780,Azure Data Factory,DAG0038,PIP0780,Monitors
PIP0781,Azure Data Factory,PIP0014,PIP0781,Depends On
PIP0782,Azure Data Factory,POD0394,PIP0782,Triggers Pipeline
PIP0783,Azure Data Factory,PIP0070,PIP0783,Writes To
PIP0784,Azure Data Factory,PIP0239,PIP0784,Writes To
PIP0785,Azure Data Factory,DAG0124,PIP0785,Consumes Data
PIP0786,Azure Data Factory,PIP0373,PIP0786,Monitors
PIP0787,Azure Data Factory,POD0969,PIP0787,Publishes Event
PIP0788,Azure Data Factory,BRO0882,PIP0788,Depends On
PIP0789,Azure Data Factory,BRO0810,PIP0789,Monitors
PIP0790,Azure Data Factory,DAG0755,PIP0790,Reads From
PIP0791,Azure Data Factory,DAG0558,PIP0791,Writes To
PIP0792,Azure Data Factory,POD0897,PIP0792,Reads From
PIP0793,Azure Data Factory,DAG0461,PIP0793,Reads From
PIP0794,Azure Data Factory,PIP0558,PIP0794,Processes
PIP0795,Azure Data Factory,PIP0111,PIP0795,Reads From
PIP0796,Azure Data Factory,POD0417,PIP0796,Depends On
PIP0797,Azure Data Factory,POD0326,PIP0797,Processes
PIP0798,Azure Data Factory,DAG0557,PIP0798,Triggers Pipeline
PIP0799,Azure Data Factory,BRO0948,PIP0799,Writes To
PIP0800,Azure Data Factory,DAG0893,PIP0800,Monitors
PIP0801,Azure Data Factory,POD0832,PIP0801,Depends On
PIP0802,Azure Data Factory,DAG0698,PIP0802,Consumes Data
PIP0803,Azure Data Factory,POD0819,PIP0803,Writes To
PIP0804,Azure Data Factory,BRO0650,PIP0804,Writes To
PIP0805,Azure Data Factory,PIP0449,PIP0805,Processes
PIP0806,Azure Data Factory,POD0916,PIP0806,Triggers Pipeline
PIP0807,Azure Data Factory,POD0129,PIP0807,Monitors
PIP0808,Azure Data Factory,BRO0021,PIP0808,Consumes Data
PIP0809,Azure Data Factory,POD0544,PIP0809,Triggers Pipeline
PIP0810,Azure Data Factory,POD0175,PIP0810,Reads From
PIP0811,Azure Data Factory,BRO0961,PIP0811,Monitors
PIP0812,Azure Data Factory,BRO0653,PIP0812,Reads From
PIP0813,Azure Data Factory,POD0243,PIP0813,Depends On
PIP0814,Azure Data Factory,DAG0808,PIP0814,Depends On
PIP0815,Azure Data Factory,BRO0029,PIP0815,Writes To
PIP0816,Azure Data Factory,DAG0423,PIP0816,Reads From
PIP0817,Azure Data Factory,PIP0776,PIP0817,Reads From
PIP0818,Azure Data Factory,POD0364,PIP0818,Consumes Data
PIP0819,Azure Data Factory,PIP0724,PIP0819,Depends On
PIP0820,Azure Data Factory,BRO0463,PIP0820,Processes
PIP0821,Azure Data Factory,DAG0196,PIP0821,Triggers Pipeline
PIP0822,Azure Data Factory,BRO0640,PIP0822,Triggers Pipeline
PIP0823,Azure Data Factory,POD0600,PIP0823,Triggers Pipeline
PIP0824,Azure Data Factory,BRO0227,PIP0824,Consumes Data
PIP0825,Azure Data Factory,BRO0869,PIP0825,Triggers Pipeline
PIP0826,Azure Data Factory,BRO0138,PIP0826,Processes
PIP0827,Azure Data Factory,DAG0869,PIP0827,Consumes Data
PIP0828,Azure Data Factory,POD0693,PIP0828,Monitors
PIP0829,Azure Data Factory,DAG0101,PIP0829,Reads From
PIP0830,Azure Data Factory,DAG0243,PIP0830,Writes To
PIP0831,Azure Data Factory,BRO0092,PIP0831,Depends On
PIP0832,Azure Data Factory,PIP0074,PIP0832,Triggers Pipeline
PIP0833,Azure Data Factory,BRO0909,PIP0833,Publishes Event
PIP0834,Azure Data Factory,PIP0395,PIP0834,Publishes Event
PIP0835,Azure Data Factory,DAG0730,PIP0835,Consumes Data
PIP0836,Azure Data Factory,PIP0248,PIP0836,Monitors
PIP0837,Azure Data Factory,POD0505,PIP0837,Publishes Event
PIP0838,Azure Data Factory,BRO0735,PIP0838,Consumes Data
PIP0839,Azure Data Factory,BRO0033,PIP0839,Monitors
PIP0840,Azure Data Factory,PIP0803,PIP0840,Reads From
PIP0841,Azure Data Factory,POD0447,PIP0841,Writes To
PIP0842,Azure Data Factory,PIP0579,PIP0842,Writes To
PIP0843,Azure Data Factory,DAG0353,PIP0843,Consumes Data
PIP0844,Azure Data Factory,DAG0451,PIP0844,Writes To
PIP0845,Azure Data Factory,DAG0241,PIP0845,Consumes Data
PIP0846,Azure Data Factory,POD0012,PIP0846,Monitors
PIP0847,Azure Data Factory,POD0686,PIP0847,Processes
PIP0848,Azure Data Factory,POD0754,PIP0848,Monitors
PIP0849,Azure Data Factory,DAG0056,PIP0849,Publishes Event
PIP0850,Azure Data Factory,BRO0308,PIP0850,Monitors
PIP0851,Azure Data Factory,POD0540,PIP0851,Depends On
PIP0852,Azure Data Factory,DAG0592,PIP0852,Publishes Event
PIP0853,Azure Data Factory,POD0216,PIP0853,Consumes Data
PIP0854,Azure Data Factory,PIP0273,PIP0854,Reads From
PIP0855,Azure Data Factory,PIP0741,PIP0855,Reads From
PIP0856,Azure Data Factory,PIP0347,PIP0856,Consumes Data
PIP0857,Azure Data Factory,DAG0889,PIP0857,Depends On
PIP0858,Azure Data Factory,BRO0308,PIP0858,Monitors
PIP0859,Azure Data Factory,BRO0545,PIP0859,Triggers Pipeline
PIP0860,Azure Data Factory,POD0626,PIP0860,Writes To
PIP0861,Azure Data Factory,PIP0305,PIP0861,Writes To
PIP0862,Azure Data Factory,PIP0793,PIP0862,Consumes Data
PIP0863,Azure Data Factory,PIP0307,PIP0863,Publishes Event
PIP0864,Azure Data Factory,BRO0550,PIP0864,Consumes Data
PIP0865,Azure Data Factory,PIP0101,PIP0865,Depends On
PIP0866,Azure Data Factory,PIP0446,PIP0866,Triggers Pipeline
PIP0867,Azure Data Factory,DAG0711,PIP0867,Consumes Data
PIP0868,Azure Data Factory,BRO0675,PIP0868,Consumes Data
PIP0869,Azure Data Factory,POD0932,PIP0869,Writes To
PIP0870,Azure Data Factory,DAG0755,PIP0870,Consumes Data
